card_number,player_name,team
AA-CD,Caden Dana,Angels
AA-CM,Coby Mayo,Baltimore Orioles
AA-CMC,Chayce McDermott,Baltimore Orioles
AA-CN,Connor Norby,Miami Marlins
AA-CP,Cade Povich,Baltimore Orioles
AA-CS,Chris Sale,Atlanta Braves
AA-DC,Dylan Crews,Washington Nationals
AA-DE,Dennis Eckersley Oakland,Athletics
AA-DF,David Festa,Minnesota Twins
AA-DH,DJ Herz,Washington Nationals
AA-DJ,David Justice,Atlanta Braves
AA-DOL,Chase Dollander,Colorado Rockies
AA-DRA,Drake Baldwin,Atlanta Braves
AA-DT,Drew Thorpe,Chicago White Sox
AA-DW,David Wright,New York Mets
AA-GG,Gordon Graceffo,St. Louis Cardinals
AA-GM,Grant McCray,San Francisco Giants
AA-HW,Hurston Waldrep,Atlanta Braves
AA-JC,Jazz Chisholm Jr.,New York Yankees
AA-JCA,Jose Canseco Oakland,Athletics
AA-JD,Jarren Duran,Boston Red Sox
AA-JE,Jim Edmonds,St. Louis Cardinals
AA-JH,Jung Hoo Lee,San Francisco Giants
AA-JJU,Jace Jung,Detroit Tigers
AA-JM,Justyn-Henry Malloy,Detroit Tigers
AA-JN,Jhonkensy Noel,Cleveland Guardians
AA-JS,Johan Santana,New York Mets
AA-JV,Jason Varitek,Boston Red Sox
AA-JW,James Wood,Washington Nationals
AA-JWI,Jacob Wilson,Athletics
AA-JWR,Justin Wrobleski,Los Angeles Dodgers
AA-KA,Kevin Alcántara,Chicago Cubs
AA-KCA,Kristian Campbell,Boston Red Sox
AA-KR,Kumar Rocker,Texas Rangers
AA-LA,Luisangel Acuña,New York Mets
AA-MG,Mark Grace,Chicago Cubs
AA-MHA,Michael Harris II,Atlanta Braves
AA-MM,Michael McGreevy,St. Louis Cardinals
AA-MMA,Marcelo Mayer,Boston Red Sox
AA-MT,Mike Trout,Angels
AA-MY,Michael Young,Texas Rangers
AA-NK,Nick Kurtz,Athletics
AA-NY,Nick Yorke,Pittsburgh Pirates
AA-OM,Orelvis Martinez,Toronto Blue Jays
AA-PL,Pedro León,Houston Astros
AA-RA,Ronald Acuña Jr.,Atlanta Braves
AA-RB,Ryan Bliss,Seattle Mariners
AA-RH,Ryan Howard,Philadelphia Phillies
AA-RHI,Rece Hinds,Cincinnati Reds
AA-RL,Rhett Lowder,Cincinnati Reds
AA-ROKI,Roki Sasaki,Los Angeles Dodgers
AA-RUSH,Dalton Rushing,Los Angeles Dodgers
AA-RZ,Ryan Zimmerman,Washington Nationals
AA-SA,Samuel Aldegheri,Angels
AA-SHA,Matt Shaw,Chicago Cubs
AA-SK,Steven Kwan,Cleveland Guardians
AA-SS,Spencer Schwellenbach,Atlanta Braves
AA-SW,Shay Whitcomb,Houston Astros
AA-TE,Tommy Edman,Los Angeles Dodgers
AA-TL,Tyler Locklear,Seattle Mariners
AA-TS,Thomas Saggese,St. Louis Cardinals
AA-TSW,Trey Sweeney,Detroit Tigers
AA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
AA-WL,Wyatt Langford,Texas Rangers
AA-WW,Will Wagner,Toronto Blue Jays
AA-WWA,Will Warren,New York Yankees
AA-YY,Yoshinobu Yamamoto,Los Angeles Dodgers
AA-ZD,Zach Dezenzo,Houston Astros
AA-ZM,Zebby Matthews,Minnesota Twins
AABC-ADR,Gunnar Henderson,Baltimore Orioles
AABC-AJ,Aaron Judge,New York Yankees
AABC-AP,Albert Pujols,St. Louis Cardinals
AABC-BIG,Craig Biggio,Houston Astros
AABC-BP,Buster Posey,San Francisco Giants
AABC-BWJ,Bobby Witt Jr.,Kansas City Royals
AABC-CAL,Cal Ripken Jr.,Baltimore Orioles
AABC-CJ,Chipper Jones,Atlanta Braves
AABC-CK,Clayton Kershaw,Los Angeles Dodgers
AABC-CREWS,Dylan Crews,Washington Nationals
AABC-DJ,Derek Jeter,New York Yankees
AABC-DW,David Wright,New York Mets
AABC-ELLY,Elly De La Cruz,Cincinnati Reds
AABC-FTJ,Fernando Tatis Jr.,San Diego Padres
AABC-I,Ichiro,Seattle Mariners
AABC-JA,Jose Altuve,Houston Astros
AABC-JR,Julio Rodríguez,Seattle Mariners
AABC-JS,Juan Soto,New York Mets
AABC-JVO,Joey Votto,Cincinnati Reds
AABC-MCG,Mark McGwire Oakland,Athletics
AABC-MER,Jackson Merrill,San Diego Padres
AABC-MM,Manny Machado,San Diego Padres
AABC-MO,Mariano Rivera,New York Yankees
AABC-MT,Mike Trout,Angels
AABC-PA,Pete Alonso,New York Mets
AABC-RAJ,Ronald Acuña Jr.,Atlanta Braves
AABC-RS,Ryne Sandberg,Chicago Cubs
AABC-SCH,Kyle Schwarber,Philadelphia Phillies
AABC-SHOTA,Shota Imanaga,Chicago Cubs
AABC-SKE,Paul Skenes,Pittsburgh Pirates
AABC-SMO,John Smoltz,Atlanta Braves
AABC-SOH,Shohei Ohtani,Los Angeles Dodgers
AABC-SSO,Sammy Sosa,Chicago Cubs
AABC-UTL,Chase Utley,Philadelphia Phillies
AABC-VAR,Jason Varitek,Boston Red Sox
AABC-VGJ,Vladimir Guerrero Jr.,Toronto Blue Jays
AABC-WC,Will Clark,San Francisco Giants
AABC-WOOD,James Wood,Washington Nationals
AABC-YADI,Yadier Molina,St. Louis Cardinals
AABC-YAMA,Yoshinobu Yamamoto,Los Angeles Dodgers
SA-AP,Albert Pujols,St. Louis Cardinals
SA-APE,Andy Pettitte,New York Yankees
SA-AR,Adley Rutschman,Baltimore Orioles
SA-B,Barry Bonds,San Francisco Giants
SA-BL,Barry Larkin,Cincinnati Reds
SA-BLE,Brooks Lee,Minnesota Twins
SA-BP,Buster Posey,San Francisco Giants
SA-BR,Ben Rice,New York Yankees
SA-CBI,Craig Biggio,Houston Astros
SA-CC,Corbin Carroll,Arizona Diamondbacks
SA-CH,Chan Ho Park,Los Angeles Dodgers
SA-CJ,Chipper Jones,Atlanta Braves
SA-CM,Coby Mayo,Baltimore Orioles
SA-CS,Corey Seager,Texas Rangers
SA-CSA,Chris Sale,Atlanta Braves
SA-CY,Christian Yelich,Milwaukee Brewers
SA-DC,Dylan Crews,Washington Nationals
SA-DJ,Derek Jeter,New York Yankees
SA-DM,Dale Murphy,Atlanta Braves
SA-DS,Darryl Strawberry,New York Mets
SA-ED,Elly De La Cruz,Cincinnati Reds
SA-EM,Edgar Martinez,Seattle Mariners
SA-FH,Félix Hernández,Seattle Mariners
SA-FTH,Frank Thomas,Chicago White Sox
SA-GH,Gunnar Henderson,Baltimore Orioles
SA-HM,Hideki Matsui,New York Yankees
SA-I,Ichiro,Seattle Mariners
SA-IR,Ivan Rodriguez,Florida
SA-JA,Jose Altuve,Houston Astros
SA-JB,Johnny Bench,Cincinnati Reds
SA-JG,Juan Gonzalez,Texas Rangers
SA-JJ,Jackson Jobe,Detroit Tigers
SA-JJU,Jace Jung,Detroit Tigers
SA-JM,Jackson Merrill,San Diego Padres
SA-JRE,J.T. Realmuto,Philadelphia Phillies
SA-JRO,Jimmy Rollins,Philadelphia Phillies
SA-JS,Juan Soto,New York Mets
SA-JSA,Johan Santana,Minnesota Twins
SA-JW,James Wood,Washington Nationals
SA-JWI,Jacob Wilson,Athletics
SA-KA,Kevin Alcántara,Chicago Cubs
SA-KG,Ken Griffey Jr.,Seattle Mariners
SA-KH,Keith Hernandez,New York Mets
SA-KR,Kumar Rocker,Texas Rangers
SA-KT,Kyle Tucker,Chicago Cubs
SA-LA,Luisangel Acuña,New York Mets
SA-MO,Matt Olson,Atlanta Braves
SA-MP,Mike Piazza,New York Mets
SA-MS,Mike Schmidt,Philadelphia Phillies
SA-MT,Mike Trout,Angels
SA-NA,Nolan Arenado,St. Louis Cardinals
SA-NR,Nolan Ryan,California
SA-OA,Ozzie Albies,Atlanta Braves
SA-PM,Paul Molitor,Milwaukee Brewers
SA-PS,Paul Skenes,Pittsburgh Pirates
SA-RA,Ronald Acuña Jr.,Atlanta Braves
SA-RH,Ryan Howard,Philadelphia Phillies
SA-RJ,Reggie Jackson Oakland,Athletics
SA-SG,Sonny Gray,St. Louis Cardinals
SA-SI,Shota Imanaga,Chicago Cubs
SA-SO,Shohei Ohtani,Los Angeles Dodgers
SA-SS,Sammy Sosa,Chicago Cubs
SA-SST,Spencer Strider,Atlanta Braves
SA-TT,Trea Turner,Philadelphia Phillies
SA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
SA-WB,Wade Boggs,New York Yankees
SA-WC,Will Clark,San Francisco Giants
SA-WL,Wyatt Langford,Texas Rangers
SA-YY,Yoshinobu Yamamoto,Los Angeles Dodgers
DA-BB,Craig Biggio,Houston Astros
DA-BB,Jeff Bagwell,Houston Astros
DA-BY,Adrian Beltré,Texas Rangers
DA-BY,Michael Young,Texas Rangers
DA-LD,Barry Larkin,Cincinnati Reds
DA-LD,Elly De La Cruz,Cincinnati Reds
DA-MI,Shota Imanaga,Chicago Cubs
DA-MI,Greg Maddux,Chicago Cubs
DA-MJ,Dale Murphy,Atlanta Braves
DA-MJ,Chipper Jones,Atlanta Braves
DA-MS,Ryne Sandberg,Chicago Cubs
DA-MS,Greg Maddux,Chicago Cubs
DA-RS,Nolan Ryan,Houston Astros
DA-RS,Paul Skenes,Pittsburgh Pirates
DA-SHA,Steve Carlton,Philadelphia Phillies
DA-SHA,Mike Schmidt,Philadelphia Phillies
DA-TW,Mike Trout,Angels
DA-TW,Bobby Witt Jr.,Kansas City Royals
DA-YM,Paul Molitor,Milwaukee Brewers
DA-YM,Robin Yount,Milwaukee Brewers
TA-BGJ,Barry Bonds,San Francisco Giants
TA-BGJ,Ken Griffey Jr.,Seattle Mariners
TA-BGJ,Aaron Judge,New York Yankees
TA-BJW,Bo Jackson,Kansas City Royals
TA-BJW,Bobby Witt Jr.,Kansas City Royals
TA-BJW,George Brett,Kansas City Royals
TA-KOY,Yoshinobu Yamamoto,Los Angeles Dodgers
TA-KOY,Shohei Ohtani,Los Angeles Dodgers
TA-KOY,Clayton Kershaw,Los Angeles Dodgers
TA-RHH,Gunnar Henderson,Baltimore Orioles
TA-RHH,Cal Ripken Jr.,Baltimore Orioles
TA-RHH,Jackson Holliday,Baltimore Orioles
TA-SUH,Bryce Harper,Philadelphia Phillies
TA-SUH,Mike Schmidt,Philadelphia Phillies
TA-SUH,Chase Utley,Philadelphia Phillies
FMA-AB,Adrian Beltré,Texas Rangers
FMA-AJ,Aaron Judge,New York Yankees
FMA-AP,Albert Pujols,St. Louis Cardinals
FMA-AR,Alex Rodriguez,New York Yankees
FMA-ARU,Adley Rutschman,Baltimore Orioles
FMA-AT,Alan Trammell,Detroit Tigers
FMA-BJ,Bo Jackson,Kansas City Royals
FMA-BL,Barry Larkin,Cincinnati Reds
FMA-BLE,Brooks Lee,Minnesota Twins
FMA-BP,Buster Posey,San Francisco Giants
FMA-BW,Bobby Witt Jr.,Kansas City Royals
FMA-CC,Corbin Carroll,Arizona Diamondbacks
FMA-CF,Carlton Fisk,Boston Red Sox
FMA-CJ,Chipper Jones,Atlanta Braves
FMA-CK,Clayton Kershaw,Los Angeles Dodgers
FMA-CM,Coby Mayo,Baltimore Orioles
FMA-CR,Cal Ripken Jr.,Baltimore Orioles
FMA-CU,Chase Utley,Philadelphia Phillies
FMA-DC,Dylan Crews,Washington Nationals
FMA-DJ,Derek Jeter,New York Yankees
FMA-DM,Dale Murphy,Atlanta Braves
FMA-DMA,Don Mattingly,New York Yankees
FMA-DW,David Wright,New York Mets
FMA-ED,Elly De La Cruz,Cincinnati Reds
FMA-EM,Eddie Murray,Baltimore Orioles
FMA-FH,Félix Hernández,Seattle Mariners
FMA-FL,Francisco Lindor,New York Mets
FMA-FTH,Frank Thomas,Chicago White Sox
FMA-GB,George Brett,Kansas City Royals
FMA-GH,Gunnar Henderson,Baltimore Orioles
FMA-GM,Greg Maddux,Chicago Cubs
FMA-GMA,Greg Maddux,Atlanta Braves
FMA-HM,Hideki Matsui,New York Yankees
FMA-I,Ichiro,Seattle Mariners
FMA-JA,Jose Altuve,Houston Astros
FMA-JB,Johnny Bench,Cincinnati Reds
FMA-JBA,Jeff Bagwell,Houston Astros
FMA-JJ,Jackson Jobe,Detroit Tigers
FMA-JM,Jackson Merrill,San Diego Padres
FMA-JR,Julio Rodríguez,Seattle Mariners
FMA-JRA,José Ramírez,Cleveland Guardians
FMA-JS,Juan Soto,New York Mets
FMA-JV,Joey Votto,Cincinnati Reds
FMA-JW,James Wood,Washington Nationals
FMA-JWI,Jacob Wilson,Athletics
FMA-KA,Kevin Alcántara,Chicago Cubs
FMA-KG,Ken Griffey Jr.,Seattle Mariners
FMA-KR,Kumar Rocker,Texas Rangers
FMA-KS,Kyle Schwarber,Philadelphia Phillies
FMA-LA,Luisangel Acuña,New York Mets
FMA-MA,Manny Machado,San Diego Padres
FMA-MM,Mark McGwire Oakland,Athletics
FMA-MMA,Marcelo Mayer,Boston Red Sox
FMA-MO,Matt Olson,Atlanta Braves
FMA-MP,Mike Piazza,New York Mets
FMA-MR,Mariano Rivera,New York Yankees
FMA-MS,Mike Schmidt,Philadelphia Phillies
FMA-MT,Mike Trout,Angels
FMA-NR,Nolan Ryan,Texas Rangers
FMA-NRY,Nolan Ryan,Houston Astros
FMA-OH,Orel Hershiser,Los Angeles Dodgers
FMA-OS,Ozzie Smith,St. Louis Cardinals
FMA-PA,Pete Alonso,New York Mets
FMA-PG,Paul Goldschmidt,New York Yankees
FMA-PS,Paul Skenes,Pittsburgh Pirates
FMA-RA,Ronald Acuña Jr.,Atlanta Braves
FMA-RC,Roger Clemens,New York Yankees
FMA-RJ,Randy Johnson,Seattle Mariners
FMA-RJA,Reggie Jackson,New York Yankees
FMA-RJO,Randy Johnson,Arizona Diamondbacks
FMA-ROKI,Roki Sasaki,Los Angeles Dodgers
FMA-RS,Ryne Sandberg,Chicago Cubs
FMA-RY,Robin Yount,Milwaukee Brewers
FMA-SC,Steve Carlton,Philadelphia Phillies
FMA-SI,Shota Imanaga,Chicago Cubs
FMA-SK,Sandy Koufax,Los Angeles Dodgers
FMA-SO,Shohei Ohtani,Los Angeles Dodgers
FMA-SS,Sammy Sosa,Chicago Cubs
FMA-TT,Trea Turner,Philadelphia Phillies
FMA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
FMA-WB,Wade Boggs,Boston Red Sox
FMA-WC,Will Clark,San Francisco Giants
FMA-YA,Yordan Alvarez,Houston Astros
FMA-YM,Yadier Molina,St. Louis Cardinals
FMA-YY,Yoshinobu Yamamoto,Los Angeles Dodgers
HOF-BW,Billy Wagner,Houston Astros
HOF-CC,CC Sabathia,New York Yankees
HOF-IS,Ichiro,Seattle Mariners
HOF-JM,Joe Mauer,Minnesota Twins
RS-AD,Andre Dawson,Chicago Cubs
RS-AJ,Andruw Jones,Atlanta Braves
RS-BW,Bernie Williams,New York Yankees
RS-CF,Carlton Fisk,Boston Red Sox
RS-DM,Don Mattingly,New York Yankees
RS-DP,Dustin Pedroia,Boston Red Sox
RS-EM,Edgar Martinez,Seattle Mariners
RS-FJ,Fergie Jenkins,Chicago Cubs
RS-JB,Jeff Bagwell,Houston Astros
RS-JP,Jim Palmer,Baltimore Orioles
RS-JR,Jim Rice,Boston Red Sox
RS-NG,Nomar Garciaparra,Boston Red Sox
RS-OS,Ozzie Smith,St. Louis Cardinals
RS-PM,Paul Molitor,Milwaukee Brewers
RS-RS,Ryne Sandberg,Chicago Cubs
RS-RY,Robin Yount,Milwaukee Brewers
RS-SC,Steve Carlton,Philadelphia Phillies
MFAP-AB,Adrian Beltré,Texas Rangers
MFAP-ADL,Adley Rutschman,Baltimore Orioles
MFAP-AJ,Aaron Judge,New York Yankees
MFAP-ALT,Jose Altuve,Houston Astros
MFAP-AN,Aaron Nola,Philadelphia Phillies
MFAP-AR,Austin Riley,Atlanta Braves
MFAP-AV,Anthony Volpe,New York Yankees
MFAP-BB,Byron Buxton,Minnesota Twins
MFAP-BH,Bryce Harper,Philadelphia Phillies
MFAP-BN,Brandon Nimmo,New York Mets
MFAP-BP,Buster Posey,San Francisco Giants
MFAP-BWJ,Bobby Witt Jr.,Kansas City Royals
MFAP-CJ,Chipper Jones,Atlanta Braves
MFAP-CKE,Clayton Kershaw,Los Angeles Dodgers
MFAP-COR,Corbin Carroll,Arizona Diamondbacks
MFAP-CY,Christian Yelich,Milwaukee Brewers
MFAP-DO,David Ortiz,Boston Red Sox
MFAP-DUR,Jarren Duran,Boston Red Sox
MFAP-EDLC,Elly De La Cruz,Cincinnati Reds
MFAP-GUN,Gunnar Henderson,Baltimore Orioles
MFAP-I,Ichiro,Miami Marlins
MFAP-ICH,Ichiro,Seattle Mariners
MFAP-IR,Ivan Rodriguez,Texas Rangers
MFAP-JAZ,Jazz Chisholm Jr.,New York Yankees
MFAP-JCAM,Junior Caminero,Tampa Bay Rays
MFAP-JDOM,Jasson Domínguez,New York Yankees
MFAP-JRO,Jimmy Rollins,Philadelphia Phillies
MFAP-JROD,Julio Rodríguez,Seattle Mariners
MFAP-JV,Joey Votto,Cincinnati Reds
MFAP-KS,Kyle Schwarber,Philadelphia Phillies
MFAP-MAN,Manny Machado,San Diego Padres
MFAP-MAT,Hideki Matsui,New York Yankees
MFAP-MERR,Jackson Merrill,San Diego Padres
MFAP-MH,Michael Harris II,Atlanta Braves
MFAP-MO,Matt Olson,Atlanta Braves
MFAP-MR,Mariano Rivera,New York Yankees
MFAP-MSC,Mike Schmidt,Philadelphia Phillies
MFAP-MT,Mike Trout,Angels
MFAP-NH,Nico Hoerner,Chicago Cubs
MFAP-NR,Nolan Ryan,Houston Astros
MFAP-OZZ,Ozzie Albies,Atlanta Braves
MFAP-PA,Pete Alonso,New York Mets
MFAP-PIA,Mike Piazza,New York Mets
MFAP-RAJ,Ronald Acuña Jr.,Atlanta Braves
MFAP-TTU,Trea Turner,Philadelphia Phillies
MFAP-VGJ,Vladimir Guerrero Jr.,Toronto Blue Jays
MFAP-YA,Yordan Alvarez,Houston Astros
MFDAP-AR,Ronald Acuña Jr.,Atlanta Braves
MFDAP-AR,Julio Rodríguez,Seattle Mariners
MFDAP-BR,Adrian Beltré,Texas Rangers
MFDAP-BR,Ivan Rodriguez,Texas Rangers
MFDAP-JA,Chipper Jones,Atlanta Braves
MFDAP-JA,Ronald Acuña Jr.,Atlanta Braves
MFDAP-LV,Barry Larkin,Cincinnati Reds
MFDAP-LV,Joey Votto,Cincinnati Reds
MFDAP-RM,Gunnar Henderson,Baltimore Orioles
MFDAP-RM,Cal Ripken Jr.,Baltimore Orioles
MFDAP-SH,Bryce Harper,Philadelphia Phillies
MFDAP-SH,Mike Schmidt,Philadelphia Phillies
MFDAP-TWJ,Mike Trout,Angels
MFDAP-TWJ,Bobby Witt Jr.,Kansas City Royals
MFDAP-WCR,James Wood,Washington Nationals
MFDAP-WCR,Dylan Crews,Washington Nationals
MFDAP-YCH,Christian Yelich,Milwaukee Brewers
MFDAP-YCH,Jackson Chourio,Milwaukee Brewers
MMJPA-AB,Alex Bregman,Houston Astros
MMJPA-ABO,Alec Bohm,Philadelphia Phillies
MMJPA-AG,Adolis García,Texas Rangers
MMJPA-AJ,Aaron Judge,New York Yankees
MMJPA-AN,Aaron Nola,Philadelphia Phillies
MMJPA-AP,Albert Pujols,Angels
MMJPA-APE,Andy Pettitte,New York Yankees
MMJPA-AR,Austin Riley,Atlanta Braves
MMJPA-ARU,Adley Rutschman,Baltimore Orioles
MMJPA-AV,Anthony Volpe,New York Yankees
MMJPA-BB,Byron Buxton,Minnesota Twins
MMJPA-BN,Brandon Nimmo,New York Mets
MMJPA-BRE,Bryan Reynolds,Pittsburgh Pirates
MMJPA-BW,Bobby Witt Jr.,Kansas City Royals
MMJPA-CC,Carlos Correa,Minnesota Twins
MMJPA-CCA,Corbin Carroll,Arizona Diamondbacks
MMJPA-CJ,Chipper Jones,Atlanta Braves
MMJPA-CM,Cedric Mullins,Baltimore Orioles
MMJPA-CR,Cal Ripken Jr.,Baltimore Orioles
MMJPA-CRA,Cal Raleigh,Seattle Mariners
MMJPA-CS,CC Sabathia,New York Yankees
MMJPA-CUT,Andrew McCutchen,Pittsburgh Pirates
MMJPA-CY,Christian Yelich,Milwaukee Brewers
MMJPA-DO,David Ortiz,Boston Red Sox
MMJPA-DP,Dustin Pedroia,Boston Red Sox
MMJPA-FA,Francisco Alvarez,New York Mets
MMJPA-FF,Freddie Freeman,Los Angeles Dodgers
MMJPA-FP,Freddy Peralta,Milwaukee Brewers
MMJPA-FT,Fernando Tatis Jr.,San Diego Padres
MMJPA-GC,Gerrit Cole,New York Yankees
MMJPA-GSP,George Springer,Toronto Blue Jays
MMJPA-I,Ichiro,Seattle Mariners
MMJPA-IS,Ichiro,Miami Marlins
MMJPA-JA,Jose Altuve,Houston Astros
MMJPA-JC,Junior Caminero,Tampa Bay Rays
MMJPA-JCO,Jackson Chourio,Milwaukee Brewers
MMJPA-JH,Jackson Holliday,Baltimore Orioles
MMJPA-JHL,Jung Hoo Lee,San Francisco Giants
