card_number,player_name,team
BSS-16,Samuel Basallo,Baltimore Orioles
BSS-17,Travis Bazzana,Cleveland Guardians
BSS-18,Walker Jenkins,Minnesota Twins
BSS-19,Jacob Wilson,Athletics
BSS-20,Christian Moore,Angels
CPS-AA,Ashly Andujar,Colorado Rockies
CPS-AE,Aroon Escobar,Philadelphia Phillies
CPS-CC,Charlie Condon,Colorado Rockies
CPS-CMO,Christian Moore,Angels
CPS-DO,D'Angelo Ortiz,Boston Red Sox
CPS-EPZ,Edgleen Perez,New York Yankees
CPS-EU,Engelth Urena,New York Yankees
CPS-FA,Franklin Arias,Boston Red Sox
CPS-HJ,Hyun-Seok Jang,Los Angeles Dodgers
CPS-JB,Josue Briceno,Detroit Tigers
CPS-JCA,Jac Caglianone,Kansas City Royals
CPS-JL,Jhonny Level,San Francisco Giants
CPS-JM,Jesus Made,Milwaukee Brewers
CPS-JW,JJ Wetherholt,St. Louis Cardinals
CPS-KD,Kyle DeBarge,Minnesota Twins
CPS-KM,Kevin McGonigle,Detroit Tigers
CPS-LD,Leo De Vries,San Diego Padres
CPS-LP,Luis Pena,Milwaukee Brewers
CPS-LR,Lucas Ramirez,Angels
CPS-MJ,Mitch Jebb,Pittsburgh Pirates
CPS-MMO,Malcolm Moore,Texas Rangers
CPS-NM,Naibel Mariano,Cincinnati Reds
CPS-PM,PJ Morlando,Miami Marlins
CPS-QM,Quinn Mathews,St. Louis Cardinals
CPS-SC,Slade Caldwell,Arizona Diamondbacks
CPS-SS,Sammy Stafura,Cincinnati Reds
CPS-YC,Yeremi Cabrera,Texas Rangers
CPS-YR,Yophery Rodriguez,Milwaukee Brewers
SSA-CC,Charlie Condon,Colorado Rockies
SSA-CMO,Christian Moore,Angels
SSA-JC,Jac Caglianone,Kansas City Royals
SSA-JWE,JJ Wetherholt,St. Louis Cardinals
SSA-KM,Kevin McGonigle,Detroit Tigers
SSA-LD,Leo De Vries,San Diego Padres
SSA-TB,Travis Bazzana,Cleveland Guardians
