card_number,player_name,team
BDC-64,Brandon Compton,Miami Marlins
BDC-65,Kaeden Kent,New York Yankees
BDC-66,Mason Morris,Cincinnati Reds
BDC-67,Ethan Frey,Houston Astros
BDC-68,Max Williams,Miami Marlins
BDC-69,Korbyn Dickerson,Seattle Mariners
BDC-70,Tate Southisene,Atlanta Braves
BDC-71,Mitch Voit,New York Mets
BDC-72,Rainiel Rodriguez,St. Louis Cardinals
BDC-73,Tim Piasentin,Toronto Blue Jays
BDC-74,James Tibbs III,Los Angeles Dodgers
BDC-75,Jefferson Rojas,Chicago Cubs
BDC-76,Michael Salina,San Diego Padres
BDC-77,Ryan Mitchell,St. Louis Cardinals
BDC-78,JB Middleton,Colorado Rockies
BDC-79,Riley Kelly,Colorado Rockies
BDC-80,Cade Obermueller,Philadelphia Phillies
BDC-81,Briggs McKenzie,Atlanta Braves
BDC-82,Joshua Flores,Milwaukee Brewers
BDC-83,Gabe Davis,Chicago White Sox
BDC-84,Kayson Cunningham,Arizona Diamondbacks
BDC-85,JT Quinn,Baltimore Orioles
BDC-86,Nolan Sailors,Kansas City Royals
BDC-87,Leo De Vries,Athletics
BDC-88,Tommy White,Athletics
BDC-89,Patrick Forbes,Arizona Diamondbacks
BDC-90,Tanner Franklin,St. Louis Cardinals
BDC-91,Cody Miller,Atlanta Braves
BDC-92,Quentin Young,Minnesota Twins
BDC-93,Landon Hodge,Chicago White Sox
BDC-94,Ryan Sloan,Seattle Mariners
BDC-95,Kash Mayfield,San Diego Padres
BDC-96,Charles Davalan,Los Angeles Dodgers
BDC-97,Jake Cook,Toronto Blue Jays
BDC-98,Aroon Escobar,Philadelphia Phillies
BDC-99,Cameron Maldonado,San Francisco Giants
BDC-100,Nick Becker,Seattle Mariners
BDC-101,Griffin Hugus,Seattle Mariners
BDC-102,Konnor Griffin,Pittsburgh Pirates
BDC-103,Felnin Celesten,Seattle Mariners
BDC-104,Sean Youngerman,Philadelphia Phillies
BDC-105,Luis Peña,Milwaukee Brewers
BDC-106,Matthew Fisher,Philadelphia Phillies
BDC-107,Yolfran Castillo,Texas Rangers
BDC-108,Murf Gray,Pittsburgh Pirates
BDC-109,Mason Neville,Cincinnati Reds
BDC-110,Esmerlyn Valdez,Pittsburgh Pirates
BDC-111,Eduardo Quintero,Los Angeles Dodgers
BDC-112,Gustavo Melendez,Pittsburgh Pirates
BDC-113,Nate George,Baltimore Orioles
BDC-114,Dean Moss,Tampa Bay Rays
BDC-115,Elian Peña,New York Mets
BDC-116,Anthony Eyanson,Boston Red Sox
BDC-117,Mason McConnaughey,Texas Rangers
BDC-118,Michael Lombardi,Kansas City Royals
BDC-119,Josh Owens,Texas Rangers
BDC-120,Kaelen Culpepper,Minnesota Twins
BDC-121,Theo Gillen,Tampa Bay Rays
BDC-122,Cam Caminiti,Atlanta Braves
BDC-123,Luke Lacourse,Angels
BDC-124,Conor Essenburg,Atlanta Braves
BDC-125,Joshua Kuroda-Grauer,Athletics
BDC-126,Adonys Guzman,Pittsburgh Pirates
BDC-127,Christian Foutch,Boston Red Sox
BDC-128,Jake Munroe,Angels
BDC-129,Dean Curley,Cleveland Guardians
BDC-130,Cameron Nelson,Colorado Rockies
BDC-131,Kaleb Wing,Chicago Cubs
BDC-132,Carlos Lagrange,New York Yankees
BDC-133,Alfredo Duno,Cincinnati Reds
BDC-134,Aaron Walton,Cleveland Guardians
BDC-135,Devin Taylor,Athletics
BDC-136,Charlie Condon,Colorado Rockies
BDC-137,Travis Sykora,Washington Nationals
BDC-138,Carson Benge,New York Mets
BDC-139,Dakota Jordan,San Francisco Giants
BDC-140,Cody Bowker,Philadelphia Phillies
BDC-141,Ben Jacobs,Detroit Tigers
BDC-142,Chase Shores,Angels
BDC-143,Brody Brecht,Colorado Rockies
BDC-144,Kyle Lodise,Chicago White Sox
BDC-145,JJ Wetherholt,St. Louis Cardinals
BDC-146,Dax Kilby,New York Yankees
BDC-147,Jared Thomas,Colorado Rockies
BDC-148,Ethan Hedges,Colorado Rockies
BDC-149,Sean Episcope,Milwaukee Brewers
BDC-150,Jack Gurevitch,St. Louis Cardinals
BDC-151,Ethan Petry,Washington Nationals
BDC-152,Slade Caldwell,Arizona Diamondbacks
BDC-153,Johnny Slawinski,Angels
BDC-154,Matt Barr,Minnesota Twins
BDC-155,Bryce Cunningham,New York Yankees
BDC-156,Michael Oliveto,Detroit Tigers
BDC-157,Cooper Pratt,Milwaukee Brewers
BDC-158,Landyn Vidourek,Los Angeles Dodgers
BDC-159,Walker Jenkins,Minnesota Twins
BDC-160,Blake Mitchell,Kansas City Royals
BDC-161,JD Dix,Arizona Diamondbacks
BDC-162,Jordan Yost,Detroit Tigers
BDC-163,Jonny Farmelo,Seattle Mariners
BDC-164,James Ellwanger,Minnesota Twins
BDC-165,Ching-Hsien Ko,Los Angeles Dodgers
BDC-166,Cooper Flemming,Tampa Bay Rays
BDC-167,Hagen Smith,Chicago White Sox
BDC-168,Thayron Liranzo,Detroit Tigers
BDC-169,Sebastian Walcott,Texas Rangers
BDC-170,Brian Curley,Arizona Diamondbacks
BDC-171,Grant Richardson,Athletics
BDC-172,Malachi Witherspoon,Detroit Tigers
BDC-173,Jaxon Wiggins,Chicago Cubs
BDC-174,Shotaro Morii,Athletics
BDC-175,Dean Livingston,Arizona Diamondbacks
BDC-176,Cameron Millar,Kansas City Royals
BDC-177,Yohandy Morales,Washington Nationals
BDC-178,Sean Gamble,Kansas City Royals
BDC-179,Peter Kussow,New York Mets
BDC-180,Aidan Miller,Philadelphia Phillies
BDC-181,Miguel Sime Jr.,Washington Nationals
BDC-182,Josuar Gonzalez,San Francisco Giants
BDC-183,Cade Crossland,St. Louis Cardinals
BDC-184,Caleb Bonemer,Chicago White Sox
BDC-185,Josh Hammond,Kansas City Royals
BDC-186,Joseph Dzierwa,Baltimore Orioles
BDC-187,Sammy Stafura,Pittsburgh Pirates
BDC-188,Jacob Reimer,New York Mets
BDC-189,Dominic Fritton,Tampa Bay Rays
BDC-190,Ryan Wideman,San Diego Padres
BDC-191,Malcolm Moore,Texas Rangers
BDC-192,Nolan Schubart,Cleveland Guardians
BDC-193,Aaron Watson,Cincinnati Reds
BDC-194,Brady Ebel,Milwaukee Brewers
BDC-195,Caleb Leys,Detroit Tigers
BDC-196,Jesús Made,Milwaukee Brewers
BDC-197,CJ Gray,Angels
BDC-198,Enrique Bradfield Jr.,Baltimore Orioles
BDC-199,JR Ritchie,Atlanta Braves
BDC-200,Kane Kepley,Chicago Cubs
SS-1,Gavin Fien,Texas Rangers
SS-2,Kyson Witherspoon,Boston Red Sox
SS-3,Kade Anderson,Seattle Mariners
SS-4,Tyler Bremner,Angels
SS-5,Liam Doyle,St. Louis Cardinals
SS-6,Seth Hernandez,Pittsburgh Pirates
SS-7,Ike Irish,Baltimore Orioles
SS-8,Eli Willits,Washington Nationals
SS-9,Brady Ebel,Milwaukee Brewers
SS-10,Gage Wood,Philadelphia Phillies
SS-11,Tate Southisene,Atlanta Braves
SS-12,Steele Hall,Cincinnati Reds
SS-13,JoJo Parker,Toronto Blue Jays
SS-14,Billy Carlson,Chicago White Sox
SS-15,Jamie Arnold,Athletics
SS-16,Kayson Cunningham,Arizona Diamondbacks
SS-17,Gavin Kilen,San Francisco Giants
SS-18,Xavier Neyens,Houston Astros
CPA-BC,Billy Carlson,Chicago White Sox
CPA-BCO,Brandon Compton,Miami Marlins
CPA-BE,Brady Ebel,Milwaukee Brewers
CPA-CB,Caden Bodine,Baltimore Orioles
CPA-CD,Charles Davalan,Los Angeles Dodgers
CPA-DK,Dax Kilby,New York Yankees
CPA-EC,Ethan Conrad,Chicago Cubs
CPA-EP,Ethan Petry,Washington Nationals
CPA-EW,Eli Willits,Washington Nationals
CPA-GF,Gavin Fien,Texas Rangers
CPA-GK,Gavin Kilen,San Francisco Giants
CPA-GW,Gage Wood,Philadelphia Phillies
CPA-II,Ike Irish,Baltimore Orioles
CPA-JH,Josh Hammond,Kansas City Royals
CPA-JP,JoJo Parker,Toronto Blue Jays
CPA-KA,Kade Anderson,Seattle Mariners
CPA-KC,Kayson Cunningham,Arizona Diamondbacks
CPA-KK,Kane Kepley,Chicago Cubs
CPA-LD,Liam Doyle,St. Louis Cardinals
CPA-MB,Max Belyeu,Colorado Rockies
CPA-MP,Marcus Phillips,Boston Red Sox
CPA-MV,Mitch Voit,New York Mets
CPA-PF,Patrick Forbes,Arizona Diamondbacks
CPA-QY,Quentin Young,Minnesota Twins
CPA-RQ,Riley Quick,Minnesota Twins
CPA-SH,Seth Hernandez,Pittsburgh Pirates
CPA-SHA,Steele Hall,Cincinnati Reds
CPA-TB,Tyler Bremner,Angels
CPA-TS,Tate Southisene,Atlanta Braves
CPA-XN,Xavier Neyens,Houston Astros
SSA-BC,Billy Carlson,Chicago White Sox
SSA-BE,Brady Ebel,Milwaukee Brewers
SSA-EW,Eli Willits,Washington Nationals
SSA-GF,Gavin Fien,Texas Rangers
SSA-GK,Gavin Kilen,San Francisco Giants
SSA-II,Ike Irish,Baltimore Orioles
SSA-JA,Jamie Arnold,Athletics
SSA-JP,JoJo Parker,Toronto Blue Jays
SSA-KA,Kade Anderson,Seattle Mariners
SSA-KC,Kayson Cunningham,Arizona Diamondbacks
SSA-KW,Kyson Witherspoon,Boston Red Sox
SSA-LD,Liam Doyle,St. Louis Cardinals
SSA-SH,Seth Hernandez,Pittsburgh Pirates
SSA-SHA,Steele Hall,Cincinnati Reds
SSA-TB,Tyler Bremner,Angels
