card_number,player,team,set_name,year,sport,category,insert_name,is_rookie,is_auto,is_mem,variations,var_images
363,Ty Buttrey,Angels,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
364,Isan Diaz,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
365,Nick Castellanos,Cincinnati Reds,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
366,Yusei Kikuchi,Seattle Mariners,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
367,Austin Barnes,Los Angeles Dodgers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
368,Mike Moustakas,Cincinnati Reds,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
369,Rio Ruiz,Baltimore Orioles,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
370,Justin Turner,Los Angeles Dodgers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
371,Jake Cronenworth,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
372,Picture Time,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
373,Michael Fulmer,Detroit Tigers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
374,Jose Garcia,Cincinnati Reds,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
375,Bubba Starling,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
376,Daniel Bard,Colorado Rockies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
377,Drew Rasmussen,Milwaukee Brewers,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
378,Austin Slater,San Francisco Giants,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
379,Hyun-Jin Ryu,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
380,Andrelton Simmons,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
381,Luis Campusano,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
382,Jeff Samardzija,San Francisco Giants,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
383,Miguel Sano,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
384,Andre Scrubb,Houston Astros,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
385,Dellin Betances,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
386,Christian Walker,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
387,Andrew Heaney,Angels,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
388,Mike Soroka,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
389,Jorge Soler,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
390,William Contreras,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
391,Dean Kremer,Baltimore Orioles,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
392,Oakland Athletics,Oakland Athletics,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
393,Edwin Rios,Los Angeles Dodgers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
394,Zach McKinstry,Los Angeles Dodgers,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
395,Jose Berrios,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
396,Jose Leclerc,Texas Rangers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
397,Isiah Kiner-Falefa,Texas Rangers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
398,Ha-Seong Kim,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
399,Tommy Pham,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
400,Stephen Strasburg,Washington Nationals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
401,Boston Red Sox,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
402,Jake Fraley,Seattle Mariners,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
403,Zach Plesac,Cleveland Indians,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
404,Brailyn Marquez,Chicago Cubs,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
405,Brandon Belt,San Francisco Giants,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
406,Estevan Florial,New York Yankees,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
407,Steve Cishek,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
408,Shane McClanahan,Tampa Bay Rays,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
409,Renato Nunez,Baltimore Orioles,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
410,James McCann,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
411,Joe Musgrove,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
412,Gregory Polanco,Pittsburgh Pirates,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
413,Alex Kirilloff,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
414,Hanser Alberto,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
415,Nicky Lopez,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
416,David Price,Los Angeles Dodgers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
417,Lewin Diaz,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
418,Dinelson Lamet,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
419,Josh Naylor,Cleveland Indians,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
420,Antonio Senzatela,Colorado Rockies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
421,Mark Mathias,Milwaukee Brewers,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
422,Ken Giles,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
423,Tucker Davidson,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
424,German Marquez,Colorado Rockies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
425,Yandy Diaz,Tampa Bay Rays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
426,Matt Foster,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
427,Mike Brosseau,Tampa Bay Rays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
428,Philadelphia Phillies,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
429,Clint Frazier,New York Yankees,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
430,Mike Zunino,Tampa Bay Rays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
431,Andrew McCutchen,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
432,Jose Altuve,Houston Astros,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
433,Braxton Garrett,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
434,Michael Brantley,Houston Astros,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
435,Dylan Cease,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
436,Shopping Cart Surf!,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
437,Andrew Miller,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
438,Toronto Blue Jays,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
439,Brian Anderson,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
440,Zac Gallen,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
441,Daz Cameron,Detroit Tigers,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
442,Jake Lamb,Oakland Athletics,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
443,Hunter Dozier,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
444,Pavin Smith,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
445,Ryan McMahon,Colorado Rockies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
446,Alex Avila,Washington Nationals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
447,Carson Kelly,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
448,Austin Nola,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
449,Mike Tauchman,New York Yankees,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
450,Corey Seager,Los Angeles Dodgers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
451,Jake Woodford,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
452,Derek Dietrich,Texas Rangers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
453,Starlin Castro,Washington Nationals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
454,Trevor Rosenthal,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
455,Dakota Hudson,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
456,Clarke Schmidt,New York Yankees,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
457,Mickey Moniak,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
458,Ben Gamel,Milwaukee Brewers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
459,Cleveland Indians,Cleveland Indians,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
460,Zach Eflin,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
461,Ryan Zimmerman,Washington Nationals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
462,Tommy La Stella,San Francisco Giants,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
463,Zack Greinke,Houston Astros,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
464,Scott Kingery,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
465,Enrique Hernandez,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
466,Walker Buehler,Los Angeles Dodgers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
467,Greg Holland,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
468,Jonathan Arauz,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
469,Stefan Crichton,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
470,Mitch Garver,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
471,Jared Oliva,Pittsburgh Pirates,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
472,Marcell Ozuna,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
473,Kyle Schwarber,Washington Nationals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
474,Alex Cobb,Angels,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
475,Trevor Story,Colorado Rockies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
476,Xander Bogaerts,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
477,Tyler O'Neill,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
478,St. Louis Cardinals,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
479,Jonathan Villar,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
480,Brent Rooker,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
481,Taylor Widener,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
482,Kwang-Hyun Kim,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
483,Zack Burdi,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
484,Matt Barnes,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
485,Devin Williams,Milwaukee Brewers,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
486,South Side Strength,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
487,Cedric Mullins,Baltimore Orioles,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
488,Dallas Keuchel,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
489,Jeff McNeil,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
490,Champion Fireworks,Los Angeles Dodgers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
491,Michael Chavis,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
492,Ryan O'Hearn,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
493,Rowdy Tellez,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
494,Jason Kipnis,Chicago Cubs,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
495,Cole Hamels,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
496,Carlos Martinez,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
497,Ryan Braun,Milwaukee Brewers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
498,Edwin Diaz,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
499,Andy Young,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
500,Ozzie Albies,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
501,Jason Heyward,Chicago Cubs,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
502,Kevin Newman,Pittsburgh Pirates,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
503,Kyle Hendricks,Chicago Cubs,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
504,C.J. Cron,Detroit Tigers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
505,Jacob Stallings,Pittsburgh Pirates,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
506,J.P. Crawford,Seattle Mariners,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
507,Jahmai Jones,Baltimore Orioles,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
508,Jojo Romero,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
509,Robbie Grossman,Detroit Tigers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
510,Adonis Medina,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
511,Ji-Man Choi,Tampa Bay Rays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
512,Kole Calhoun,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
513,Carlos Santana,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
514,Framber Valdez,Houston Astros,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
515,Ender Inciarte,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
516,Jose Marmolejos,Seattle Mariners,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
517,Michael Conforto,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
518,Adrian Morejon,San Diego Padres,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
519,Yohan Ramirez,Seattle Mariners,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
520,Yoan Moncada,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
521,Keston Hiura,Milwaukee Brewers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
522,Tanner Roark,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
523,Shane Bieber,Cleveland Indians,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
524,Yasmani Grandal,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
525,Gary Sanchez,New York Yankees,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
526,Josh Fleming,Tampa Bay Rays,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
527,Justin Upton,Angels,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
528,Jonathan Stiever,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
529,Chicago Cubs,Chicago Cubs,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
530,Fish out of Water,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
531,Asdrubal Cabrera,Washington Nationals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
532,Alex Young,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
533,Alex Colome,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
534,Adam Wainwright,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
535,Johan Oviedo,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
536,Jordan Hicks,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
537,Aaron Nola,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
538,Jazz Chisholm,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
539,Gloves are Hats,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
540,Taijuan Walker,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
541,Corey Dickerson,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
542,James Paxton,New York Yankees,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
543,Luis Urias,Milwaukee Brewers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
544,Brad Keller,Kansas City Royals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
545,Houston Astros,Houston Astros,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
546,Dominic Smith,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
547,Luis Garcia,Houston Astros,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
548,Luis Alexander Basabe,San Francisco Giants,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
549,Marcus Stroman,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
550,Anthony Rendon,Angels,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
551,Alejandro Kirk,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
552,Ryan Jeffers,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
553,Twins Up The Middle,Minnesota Twins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
554,Adam Eaton,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
555,New York Mets,New York Mets,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
556,Tom Hatch,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
557,Christian Vazquez,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
558,Daniel Norris,Detroit Tigers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
559,Edwin Encarnacion,Chicago White Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
560,JT Brubaker,Pittsburgh Pirates,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
561,Didi Gregorius,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
562,Keegan Akin,Baltimore Orioles,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
563,Trevor Rogers,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
564,Bryan Reynolds,Pittsburgh Pirates,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
565,Garrett Cooper,Miami Marlins,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
566,Matt Carpenter,St. Louis Cardinals,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
567,Corey Kluber,New York Yankees,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
568,Jackie Bradley Jr.,Boston Red Sox,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
569,Enoli Paredes,Houston Astros,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
570,Jordan Weems,Oakland Athletics,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
571,Kurt Suzuki,Angels,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
572,Austin Hedges,Cleveland Indians,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
573,Trey Mancini,Baltimore Orioles,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
574,Mark Melancon,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
575,Jared Walsh,Angels,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
576,Carl Edwards Jr.,Atlanta Braves,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
577,Luis Severino,New York Yankees,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
578,"Hold Me Back, Bro!",Baltimore Orioles,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
579,Craig Kimbrel,Chicago Cubs,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
580,Tucker Barnhart,Cincinnati Reds,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
581,Julian Merryweather,Toronto Blue Jays,2021 Topps Series 2,2021,baseball,Base,,True,False,False,[],{}
582,Dwight Smith Jr.,Cincinnati Reds,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
583,Nick Solak,Texas Rangers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
584,Khris Davis,Texas Rangers,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
585,Tim Locastro,Arizona Diamondbacks,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
586,Brett Phillips,Tampa Bay Rays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
587,Cincinnati Reds,Cincinnati Reds,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
588,Billy Hamilton,Chicago Cubs,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
589,Tony Watson,San Francisco Giants,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
590,Adam Haseley,Philadelphia Phillies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
591,Brendan Rodgers,Colorado Rockies,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
592,Yonny Chirinos,Tampa Bay Rays,2021 Topps Series 2,2021,baseball,Base,,False,False,False,[],{}
