card_number,player_name,team
SS-10,Dominique Wilkins,Atlanta Hawks
SS-11,Donovan Mitchell,Cleveland Cavaliers
SS-12,Damian Lillard,Milwaukee Bucks
SS-13,Kevin Durant,Oklahoma City Thunder
SS-14,Dwyane Wade,Miami Heat
SS-15,Magic Johnson,Los Angeles Lakers
SS-16,Victor Wembanyama,San Antonio Spurs
SS-17,Devin Booker,Phoenix Suns
SS-18,Shaquille O'Neal,Phoenix Suns
SS-19,Giannis Antetokounmpo,Milwaukee Bucks
SS-20,Kyrie Irving,Cleveland Cavaliers
SS-21,Carmelo Anthony,Denver Nuggets
SS-22,Jason Richardson,Golden State Warriors
SS-23,Isiah Thomas,Detroit Pistons
SS-24,Russell Westbrook,Oklahoma City Thunder
SS-25,Jason Williams,Sacramento Kings
ASGV-AB,Ace Bailey,Utah Jazz
ASGV-AI,Allen Iverson,Philadelphia 76ers
ASGV-BM,Brandon Miller,Charlotte Hornets
ASGV-CF,Cooper Flagg,Dallas Mavericks
ASGV-DH,Dylan Harper,San Antonio Spurs
ASGV-GA,Giannis Antetokounmpo,Milwaukee Bucks
ASGV-JB,Jalen Brunson,New York Knicks
ASGV-JG,Jalen Green,Phoenix Suns
ASGV-JT,Jayson Tatum,Boston Celtics
ASGV-KD,Kevin Durant,Houston Rockets
ASGV-KG,Kevin Garnett,Minnesota Timberwolves
ASGV-KK,Kon Knueppel,Charlotte Hornets
ASGV-KM,Khaman Maluach,Phoenix Suns
ASGV-NJ,Nikola Jokić,Denver Nuggets
ASGV-SC,Stephen Curry,Golden State Warriors
ASGV-SGA,Shai Gilgeous-Alexander,Oklahoma City Thunder
ASGV-TH,Tyrese Haliburton,Indiana Pacers
ASGV-TM,Tracy McGrady,Orlando Magic
ASGV-VC,Vince Carter,Toronto Raptors
ASGV-VW,Victor Wembanyama,San Antonio Spurs
