"name","address","city","state","country","zip","phone","lat","lng","region","types","hours","website","notes","google_place_id","source","verified","active"
"Brick Road Collectibles","4911 Main Street","Rocky Mountain House","BC","CA","","+1 403 871 5054","52.3732986","-114.9190055","","{Collectibles}","","https://brickroad.ca/","OSM node/8975944681 | enriched:yes","","osm","false","true"
"Captured! Cards","4991 Imperial Street","Burnaby","BC","CA","","+1-778-881-0076","49.222127","-122.9935792","","{Pokemon,TCG}","Mo-We 12:00-19:00; Th off; Fr 12:00-19:30; Sa 12:00-19:00; Su 12:00-18:00; PH off","https://capturedcards.com/","OSM node/13335382688 | enriched:yes","","osm","false","true"
"Comics Scene Collectibles","8912 152 Street; call (604) 582-2877","Surrey","BC","CA","","(604) 582-2877","","","","{Comics,Collectibles}","","https://surrey.cdncompanies.com/store/comics-scene-collectibles-surrey/","enriched:yes","","ddg_canada","false","true"
"Delaware Sports Card Stores","3935 Milford","Newark","BC","CA","","302-834-8750","","","","{Sports,TCG}","","https://www.sportscard-stores.com/directory/Delaware","enriched:yes","","ddg_targeted","false","true"
"Desert City Games","171 Leigh Road","Kamloops","BC","CA","V2B 2L7","+1 250 457 2257","50.6855055","-120.3506735","","{TCG}","Su-Th 09:00-20:00; Fr-Sa 09:00-22:00; PH 12:00-20:00","https://www.desertcitygamestcg.ca","OSM way/125445410 | email: admin@desertcitygames.ca | facebook: https://www.facebook.com/DesertCityGames | enriched:yes","","osm","false","true"
"Game Suppliers in Victoria, BC","","Victoria","BC","CA","","(778) 432-4263","","","","{Games}","","https://www.vilocal.ca/l/victoria-bc/games-game-supplies","enriched:yes","","ddg_canada","false","true"
"Games on the Drive","2946 Commercial Drive","Vancouver","BC","CA","V5N4C9","+1-604-336-5535","49.2581544","-123.069613","","{Games}","Mo-Fr 12:00-19:00, Sa 12:00-18:00, Su 12:00-17:00","http://gamesonthedrive.com/","OSM node/6444475025 | enriched:yes","","osm","false","true"
"Godfather Comics Vancouver","","Vancouver","BC","CA","","604-309-7077","","","","{Comics}","","https://godfathercomics.com/","email: godfathercomicscanada@gmail.com | facebook: https://www.facebook.com/godfathercomicsvancouver | instagram: https://www.instagram.com/godfathercomics | enriched:yes","","ddg_canada","false","true"
"Golden Age Collectables","852 Granville Street","Vancouver","BC","CA","V6Z","+1-604-683-2819","49.2806632","-123.120652","","{Comics}","Su-We 12:00-17:00; Th-Sa 11:00-18:00","http://gacvan.com/","OSM node/6689550167 | facebook: https://www.facebook.com/gacvan | instagram: https://www.instagram.com/gacvan | enriched:yes","","osm","false","true"
"Metropolis Comics and Toys","10 for you in this post","Burnaby","BC","CA","","(604) 435-4551","","","","{Comics}","","https://www.facebook.com/MetropolisComicsAndToys/","email: info@metropolis-comics.com | facebook: https://www.facebook.com/MetropolisComicsAndToys | enriched:yes","","ddg_canada","false","true"
"Quest Central Gaming Lounge","5-2755 Lougheed Highway, Suite 4","Port Coquitlam","BC","CA","V3B 5Y9","+1-604-474-1799","49.2743796","-122.7900303","","{Games}","Mo-Su 10:00-22:00","https://www.questcentral.ca","OSM node/9903193553 | email: questcentralgaming@gmail.com | facebook: https://www.facebook.com/profile.php | instagram: https://www.instagram.com/questcentralgaming | enriched:yes","","osm","false","true"
"Rock City Comics","4918 Main Street","Rocky Mountain House","BC","CA","T4T 2A2","+1 403 846 1337","52.3734314","-114.9196108","","{Comics}","","https://rock-city-comics.myshopify.com/","OSM node/9038753795 | email: rockcitycomics97@gmail.com | facebook: https://www.facebook.com/pg | enriched:yes","","osm","false","true"
"Sanctuary Games","290 Alexander Street Northeast","Salmon Arm","BC","CA","","+12508335223","50.7016828","-119.281949","","{Games}","","https://www.sanctuarygames.ca/","OSM node/11191942615 | email: info@sanctuarygames.ca, mj@sanctuarygames.ca | enriched:yes","","osm","false","true"
"Sentry Box Cards","1835B 10 Avenue SW","Calgary","BC","CA","","+1-403-457-9412","51.0443412","-114.1034881","","{Pokemon,MTG,Yu-Gi-Oh,TCG}","Mo-Tu 11:00-20:00; We 11:00-21:00; Th-Fr 11:00-22:00; Sa 10:00-20:00; Su 11:00-18:00","https://www.sentryboxcards.com/","OSM node/13335393488 | email: service@sentryboxcards.com | facebook: https://facebook.com/sentryboxcards | instagram: https://instagram.com/sentryboxcards | enriched:yes","","osm","false","true"
"Sports Card Alley","2220 Bowen Road","Nanaimo","BC","CA","","+1-250-758-1484","49.1928308","-123.9916674","","{Sports}","Mo-Su 08:00-20:00","https://www.nearmetcg.com/stores/sports-card-alley","OSM node/12403374480 | enriched:yes","","osm","false","true"
"Sports Card Alley – Store in Nanaimo, BC","2220 Bowen Road; call (250) 758-1484","Nanaimo","BC","CA","","(250) 758-1484","","","","{Sports,TCG}","","https://nanaimo.cdncompanies.com/store/sports-card-alley-nanaimo/","enriched:yes","","ddg_canada","false","true"
"TazmanianComicConnection,BurnabyBC| Ourbis","","Burnaby","BC","CA","","604-298-6208","","","","{Comics}","","https://www.ourbis.ca/en/b/BC/Burnaby/Tazmanian-Comic-Connection/291321.html","enriched:yes","","ddg_canada","false","true"
"The Connection Games and Comics","2945 Renfrew Street","Vancouver","BC","CA","V5M 3K5","+1-604-327-4585","49.2577217","-123.0446398","","{Comics}","Mo-Fr 12:00-22:00; Sa,Su 12:00-18:00","https://www.theconnectiongames.com/","OSM node/3518530540 | email: info@theconnectiongames.com | facebook: https://www.facebook.com/theConnectionGames | enriched:yes","","osm","false","true"
"The Raving Gamer Bistro","5735 203 Street, Suite 106","Langley City","BC","CA","V3A 8A7","+1-604-510-4414","49.1064269","-122.6603749","","{Games}","Mo 11:00-21:00; We-Th 11:00-21:00; Fr 11:00-23:00; Sa 10:00-23:00; Su 10:00-21:00","https://theravinggamer.ca","OSM node/10580673940 | enriched:yes","","osm","false","true"
"The Sentry Box","1835 10 Avenue SW","Calgary","BC","CA","T3C 0K2","+1-403-245-2121","51.044139","-114.1036729","","{Hobby}","Mo-Fr 11:00-22:30; Sa 10:00-22:30; Su 11:00-18:00","https://www.sentrybox.com/","OSM node/4889682696 | email: orders@sentrybox.com | facebook: https://www.facebook.com/plugins | instagram: https://www.instagram.com/sentrybox | enriched:yes","","osm","false","true"
"Vesperia Manga & Comics","1935 West Broadway","Vancouver","BC","CA","","(236) 484-3597","","","","{Comics}","","https://vesperiacomics.com/","email: abuse@company.site | enriched:yes","","ddg_canada","false","true"
"Wally's Pro Sports Cards & Novelties","2646 East Hastings Street","Vancouver","BC","CA","","+1-604-255-8955","49.2809983","-123.050716","","{Sports}","Mo-Sa 12:00-19:00; Su 12:00-18:00","https://www.wallyscards.ca/","OSM node/3477294757 | email: wallysprosportscards@gmail.com | facebook: https://www.facebook.com/Wallys-Pro-Sports-Cards-104020739064741 | instagram: https://www.instagram.com/wallys_cards | enriched:yes","","osm","false","true"
"8 Bit of Awesome in Brandon, MB R7A 4G6","8 Bit of Awesome is located at 645 10th St inBrandon","Brandon","MB","CA","","204-717-8248","","","","{Cards}","","https://canada.chamberofcommerce.com/business-directory/manitoba/brandon/video-game-store/256262-8-bit-of-awesome","facebook: https://facebook.com/pages | enriched:yes","","ddg_canada","false","true"
"Comic Book Shop in Winnipeg, MB","","Winnipeg","MB","CA","","(204) 284-2210","","","","{Comics}","","https://www.mightycomicsmb.ca/","facebook: https://www.facebook.com/MightyComics | enriched:yes","","ddg_canada","false","true"
"I Want That Stuff","960 queens Avenue","Brandon","MB","CA","","(204) 729-9388","","","","{Cards}","","https://www.facebook.com/iwantthatstuffbdn/","email: iwtsbrandon@gmail.com | facebook: https://www.facebook.com/iwantthatstuffbdn | enriched:yes","","ddg_canada","false","true"
"Inner Hero Collectibles in Brandon, MB R7B 0T4","1911 Richmond Ave inBrandon","Brandon","MB","CA","","204-573-4524","","","","{Collectibles}","","https://canada.chamberofcommerce.com/business-directory/manitoba/brandon/collectibles-store/1159523-inner-hero-collectibles","enriched:yes","","ddg_canada","false","true"
"Joe's Sports Cards","","Brandon","MB","CA","","2047299388","","","","{Sports,TCG}","","https://topcompanies.ca/mb-270087-joe_s_sports_cards","email: support@topcompanies.ca | enriched:yes","","ddg_canada","false","true"
"Joe's Sports Cards Brandon, 2047299388, Miscellaneous Retail ...","960 queens Avenue","Brandon","MB","CA","","(204) 729-9388","","","","{Sports,TCG}","","https://www.canadapages.com/joes-sports-cards-brandon-mb-2047299388/","facebook: https://www.facebook.com/CanadaPages | enriched:yes","","ddg_canada","false","true"
"Joe's Sports Cards Brandon, 2047299388, Miscellaneous Retail Stores ...","960 queens Avenue","Brandon","MB","CA","","(204) 729-9388","","","","{Sports,TCG}","","https://www.canadapages.com/joes-sports-cards-brandon-mb-2047299388/","facebook: https://www.facebook.com/CanadaPages | enriched:yes","","ddg_canada","false","true"
"THREE STARS SPORTSCARDS (LITTLE CANADA)","2682 RICE ST.","LITTLE CANADA","MN","CA","55113","(651) 633-6041","","","","{Sports,TCG}","","www.threestarssportscards.com","email: orders@threestarssportscards.com | enriched:yes","","directory_list","false","true"
"Battleground Games","605 Prospect Street","Fredericton","NB","CA","","506-451-0498","","","","{Games}","","https://www.battlegroundgames.ca/","email: contact@battlegroundgames.ca | facebook: https://www.facebook.com/profile.php | instagram: https://www.instagram.com/battlegroundsfredericton | enriched:yes","","ddg_canada","false","true"
"Card Rack","3 were here. Located inside the Brookside Mall featuring the latest releases of hockey...Card Rack inFredericton","Fredericton","NB","CA","","506-451-7773","","","","{TCG}","","https://www.facebook.com/cardrackbrooksidemall/","facebook: https://www.facebook.com/cardrackbrooksidemall | enriched:yes","","ddg_canada","false","true"
"Card Rack in Fredericton, NB E3A 8V4","435 Brookside Dr inFredericton","Fredericton","NB","CA","","506-451-7773","","","","{TCG}","","https://canada.chamberofcommerce.com/business-directory/new-brunswick/fredericton/collectibles-store/555800-card-rack","enriched:yes","","ddg_canada","false","true"
"D&M Sports – DM Sports","34 PLAZA BLVD MONCTON","Halifax","NB","CA","","(506) 852-3244","","","","{Sports}","","https://www.dmsportscards.com/","facebook: https://facebook.com/dandmsports | instagram: https://instagram.com/dm.sports | enriched:yes","","ddg_targeted","false","true"
"Game Zilla – Store in Fredericton, NB","1211 Prospect Street; call (506) 450-9028","Fredericton","NB","CA","","(506) 450-9028","","","","{Games}","","https://fredericton.cdncompanies.com/store/game-zilla-fredericton/","enriched:yes","","ddg_canada","false","true"
"GameZilla Fredericton","1211 Prospect Street; call (506) 450-9028","Fredericton","NB","CA","","(506) 450-9028","","","","{Games}","","https://www.facebook.com/GameZillaFredericton/","email: fredericton@gamezilla.ca | facebook: https://www.facebook.com/GameZillaFredericton | enriched:yes","","ddg_canada","false","true"
"Heroes' Beacon Comics & Games","25 Charlotte Street","Saint John","NB","CA","","506-214-5755","","","","{Comics,Games}","","https://heroesbeacon.com/","email: heroes@heroesbeacon.com | facebook: https://www.facebook.com/HeroesBeacon | instagram: https://www.instagram.com/heroesbeaconsj | enriched:yes","","ddg_canada","false","true"
"Heroes' Beacon Comics & Games in Saint John, NB E2L 2H3","25 Charlotte St inSaintJohn","Saint John","NB","CA","","506-214-5755","","","","{Comics,Games}","","https://canada.chamberofcommerce.com/business-directory/new-brunswick/saint-john/collectibles-store/594274-heroes-beacon-comics-games","enriched:yes","","ddg_canada","false","true"
"Heroes' Beacon Comics & Games – A retail store in Saint John ...","25 Charlotte Street","Saint John","NB","CA","","506-214-5755","","","","{Comics,Games}","","https://heroesbeacon.com/","email: heroes@heroesbeacon.com | facebook: https://www.facebook.com/HeroesBeacon | instagram: https://www.instagram.com/heroesbeaconsj | enriched:yes","","ddg_canada","false","true"
"Moncton Sports Cards Moncton, 5068556661, Miscellaneous ...","1230 shediac Road","Moncton","NB","CA","","(506) 855-6661","","","","{Sports,TCG}","","https://www.canadapages.com/moncton-sports-cards-moncton-nb-5068556661/","facebook: https://www.facebook.com/CanadaPages | enriched:yes","","ddg_canada","false","true"
"Trading Card Warehouse Inc.","102 St. George St","Moncton","NB","CA","","506-889-7452","","","","{TCG}","","https://legacy.fabtcg.com/en/locator/trading-card-warehouse-inc/","facebook: https://www.facebook.com/profile.php | instagram: https://www.instagram.com/fabtcg | enriched:yes","","ddg_canada","false","true"
"Carlton Cards on Topsail Road","430 Topsail Road; call (709) 364-6106","St Johns","NL","CA","","(709) 364-6106","","","","{TCG}","","https://st-johns.cdncompanies.com/store/carlton-cards-st-johns/","enriched:yes","","ddg_canada","false","true"
"Game Exchange","342 342 Freshwater Rd; call (709) 726-3252","St Johns","NL","CA","","(709) 726-3252","","","","{Games}","","https://st-johns.cdncompanies.com/store/game-exchange-st-johns/","enriched:yes","","ddg_canada","false","true"
"Maverick Sports & Collectables in St. John's, NL A1C 1B7","250 WaterStinSt","St Johns","NL","CA","","709-738-2888","","","","{Sports}","","https://canada.chamberofcommerce.com/business-directory/newfoundland-labrador/st-johns/collectibles-store/564448-maverick-sports-collectables","enriched:yes","","ddg_canada","false","true"
"D&M Sports","201 Chain Lake Drive Unit 17A Bayers Lake Halifax","Moncton","NS","CA","","(506) 852-3244","","","","{Sports}","","https://www.dmsportscards.com/","facebook: https://facebook.com/dandmsports | instagram: https://instagram.com/dm.sports | enriched:yes","","ddg_canada","false","true"
"East Coast Trading Card Games","34 PLAZA BLVD MONCTON","Halifax","NS","CA","","(506) 852-3244","","","","{TCG,Games}","","https://www.facebook.com/ecoasttcg/","email: info@eastcoasttradingcards.com | facebook: https://www.facebook.com/ecoasttcg | enriched:yes","","ddg_canada","false","true"
"Giant Robot Comics","114 Woodlawn Road","Dartmouth","NS","CA","B2W 2S7","+1 902-404-8400","44.6730855","-63.5314563","","{Comics}","","http://www.giantrobotcomics.com/","OSM node/4948026144 | email: shop@giantrobotcomics.com, submissions@giantrobotcomics.com | facebook: https://www.facebook.com/GiantRobotComics | instagram: https://www.instagram.com/truegrc | enriched:yes","","osm","false","true"
"Light The Lamp Sportscards in Sydney, NS B1P 1E1","367 Charlotte St inSydney","Sydney","NS","CA","","902-562-6776","","","","{Sports,TCG}","","https://canada.chamberofcommerce.com/business-directory/nova-scotia/sydney/sports-memorabilia-store/310523-light-the-lamp-sportscards","enriched:yes","","ddg_canada","false","true"
"Strictly Singles Sportscards","34 PLAZA BLVD MONCTON","Halifax","NS","CA","","(506) 852-3244","","","","{Sports,TCG}","","https://www.facebook.com/StrictlySinglesSportscards/","email: mikedean@strictlysinglessports.com | facebook: https://www.facebook.com/StrictlySinglesSportscards | enriched:yes","","ddg_canada","false","true"
"The Local NPC Games & Comics","8006 or visit the website to schedule a service today. Conveniently located at 315 Charlotte Street","Sydney","NS","CA","","(902) 270-8006","","","","{Comics,Games}","","https://sydney.cdncompanies.com/book-store/local-npc-games-comics-sydney/","enriched:yes","","ddg_canada","false","true"
"807 Cards & Collectibles in Thunder Bay, ON P7B 1C4","267 Park Ave inThunderBay","Thunder Bay","ON","CA","","807-252-4560","","","","{TCG,Collectibles}","","https://canada.chamberofcommerce.com/business-directory/ontario/thunder-bay/hobby-store/1365920-807-cards-collectibles","enriched:yes","","ddg_canada","false","true"
"Action Packed Comics & Games in Kingston, ON K7L 1G2","724 Princess St inKingston","Kingston","ON","CA","","613-547-5730","","","","{Comics,Games}","","https://canada.chamberofcommerce.com/business-directory/ontario/kingston/comic-book-store/590074-action-packed-comics-games","enriched:yes","","ddg_canada","false","true"
"Beyond the Pond Sports Cards and Collectables in London, ON N6H 5L6 ...","","London","ON","CA","","519-476-0101","","","","{Sports,TCG}","","https://canada.chamberofcommerce.com/business-directory/ontario/london/sports-card-store/475386-beyond-the-pond-sports-cards-and-collectables","enriched:yes","","ddg_canada","false","true"
"Big B Comics in Barrie, ON L4N 3K4","45 Essa Rd inBarrie","Barrie","ON","CA","","705-739-1513","","","","{Comics}","","https://canada.chamberofcommerce.com/business-directory/ontario/barrie/comic-book-store/26444-big-b-comics","enriched:yes","","ddg_canada","false","true"
"Blue Ox Games, LLC","2713 East 10th St","Greenville","ON","CA","","(252) 695-6442","","","","{Games}","","https://business.greenvillenc.org/list/member/blue-ox-games-llc-9363","facebook: https://www.facebook.com/blueoxgames | instagram: https://www.instagram.com/greatergreenvillechamber | enriched:yes","","ddg_pass2","false","true"
"Border City Comics in Windsor, ON N8W 1K6","4449 Tecumseh Rd E inWindsor","Windsor","ON","CA","","519-977-7311","","","","{Comics}","","https://canada.chamberofcommerce.com/business-directory/ontario/windsor/comic-book-store/1272578-border-city-comics","enriched:yes","","ddg_canada","false","true"
"Burdin's Comics Hamilton ON","665 Barton Street EastHamiltonONL8L 3A3CanadaPhone: 905-312-6642","Hamilton","ON","CA","","905-312-6642","","","","{Comics}","","https://comicbookstores.ca/comic-shop/canada/on/hamilton/burdins-comics-hamilton-on/","email: roman.goro@gmail.com | enriched:yes","","ddg_canada","false","true"
"Burlington Mall","","Burlington","ON","CA","","(905) 333-1552","","","","{Cards}","","https://conspiracycomics.com/pages/burlington-mall","email: burlington.conspiracycomics@gmail.com | instagram: https://www.instagram.com/conspiracycomics | enriched:yes","","ddg_canada","false","true"
"Cardboard Memories","230 Sandalwood Parkway East, Suite 2","Brampton","ON","CA","","+1 905-846-1058","43.7305188","-79.7902467","","{Games}","Mo-Fr 11:00-20:30, Sa 10:00-20:00, Su 11:00-18:00","https://www.cardboardmemories.ca/","OSM node/1918750482 | email: info@cardboardmemories.ca | facebook: https://www.facebook.com/UpperDeck | instagram: https://www.instagram.com/cardboardmemories.ca | enriched:yes","","osm","false","true"
"CloutsnChara Sports Cards","645 Victoria St N inKitchener","Kitchener","ON","CA","","519-954-8278","","","","{Sports,TCG}","","https://www.facebook.com/CloutsnChara/","email: cloutsnchara@gmail.com | facebook: https://www.facebook.com/CloutsnChara | ebay: https://www.ebay.com/str/cloutsnchara | enriched:yes","","ddg_canada","false","true"
"CloutsnChara Sports Cards in Kitchener, ON N2H 5G3","645 Victoria St N inKitchener","Kitchener","ON","CA","","519-954-8278","","","","{Sports,TCG}","","https://canada.chamberofcommerce.com/business-directory/ontario/kitchener/collectibles-store/506188-cloutsnchara-sports-cards","enriched:yes","","ddg_canada","false","true"
"Comic Warehouse in Brampton, ON L6T 4P7","20 Strathearn Ave #15 inBrampton","Brampton","ON","CA","","905-799-3509","","","","{Comics}","","https://canada.chamberofcommerce.com/business-directory/ontario/brampton/comic-book-store/370941-comic-warehouse","enriched:yes","","ddg_canada","false","true"
"Comics North in Sudbury, ON","","Sudbury","ON","CA","","(705) 674-1015","","","","{Comics}","","https://www.fyple.ca/company/comics-north-huoxdk/","facebook: https://www.facebook.com/Fyple-Canada-226717404467637 | enriched:yes","","ddg_canada","false","true"
"Comics North in Sudbury, ON P3C 1T5","106 Elm St inSudbury","Sudbury","ON","CA","","705-674-1015","","","","{Comics}","","https://canada.chamberofcommerce.com/business-directory/ontario/sudbury/comic-book-store/177862-comics-north","enriched:yes","","ddg_canada","false","true"
"Contact Dandy Deals 2nd HandStoreTopekaKS| 785-250-4676","","Topeka","ON","CA","","785-250-4676","","","","{Cards}","","https://www.dandydealstopeka.com/contact","email: praisegod883@gmail.com | facebook: https://www.facebook.com/dandydeals2ndhandstore | enriched:yes","","ddg_pass2","false","true"
"Cookeville Antique Mall","","Cookeville","ON","CA","","(931)651-1256","","","","{Cards}","","http://www.cookevilleantiquemall.com/","email: leaflet@1.9.4 | facebook: http://facebook.com/profile.php | enriched:yes","","ddg_pass2","false","true"
"Custom StationeryCards& Sets","","Laramie","ON","CA","","(307) 742-2223","","","","{TCG}","","https://locations.theupsstore.com/wy/laramie/514-grand-ave/stationery-&-cards","email: store6059@theupsstore.com | enriched:yes","","ddg_targeted","false","true"
"Diadem Cards & Hobbies in Sudbury, ON P3E 1G1","166 Douglas St inSudbury","Sudbury","ON","CA","","705-507-9185","","","","{TCG}","","https://canada.chamberofcommerce.com/business-directory/ontario/sudbury/trading-card-store/1255399-diadem-cards-hobbies","enriched:yes","","ddg_canada","false","true"
"Doe's Cards in Brampton, ON L7A 0R3","62 Commuter Dr inBrampton","Brampton","ON","CA","","905-843-5551","","","","{TCG}","","https://canada.chamberofcommerce.com/business-directory/ontario/brampton/trading-card-store/1254201-doe-s-cards","enriched:yes","","ddg_canada","false","true"
"Dolly's Cards & Collectibles Niagara","370 Ontario Street","St Catharines","ON","CA","","2896806357","","","","{TCG,Collectibles}","","https://www.facebook.com/dollysniagara/","email: niagara@dollys.ca | facebook: https://www.facebook.com/dollysniagara | enriched:yes","","ddg_canada","false","true"
"Doug Laurie Sports","320 Bayfield St","Barrie","ON","CA","","(705) 503-2800","","","","{Sports}","","https://douglauriesports.com/","enriched:yes","","ddg_canada","false","true"
"Doug Laurie Sports in Barrie, ON L4M 5A1","400 Bayfield Street","Barrie","ON","CA","","705-503-2800","","","","{Sports}","","https://canada.chamberofcommerce.com/business-directory/ontario/barrie/sports-card-store/116608-doug-laurie-sports","enriched:yes","","ddg_canada","false","true"
"Dragonheart Dice","809 Victoria Street North, Suite 6A","Kitchener","ON","CA","N2B 3C3","+1-519-571-9888","43.4619735","-80.4685038","","{Games}","Tu-Th 12:00-19:00; Fr-Sa 11:00-20:00; Su 12:00-17:00","https://www.dragonheartdice.ca/","OSM node/12692051116 | enriched:yes","","osm","false","true"
"Elite Cardboard Gaming","","Durham","ON","CA","","(919) 430-0837","","","","{TCG}","","https://www.discoverdurham.com/directory/elite-cardboard-gaming/","email: blog@discoverdurham.com | facebook: https://www.facebook.com/DiscoverDurhamNC | instagram: https://instagram.com/durhamnc | enriched:yes","","ddg_targeted","false","true"
"Great Canadian Games & Hobbies","1410 Lasalle Blvd","Sudbury","ON","CA","","705-566-5093","","","","{Games}","","https://legacy.fabtcg.com/en/locator/great-canadian-games-hobbies/","email: info@gcgameshobbies.com | facebook: https://www.facebook.com/GreatCanadianGames | instagram: https://www.instagram.com/fabtcg | enriched:yes","","ddg_canada","false","true"
"Great Canadian Games & Hobbies in Sudbury, ON P3A 1Z6","1410 Lasalle Blvd inSudbury","Sudbury","ON","CA","","705-566-5093","","","","{Games}","","https://canada.chamberofcommerce.com/business-directory/ontario/sudbury/hobby-store/95671-great-canadian-games-hobbies","enriched:yes","","ddg_canada","false","true"
"Great Canadian Games and Hobbies","1410 Lasalle Boulevard","Sudbury","ON","CA","","705-566-5093","","","","{Games}","","https://gcgameshobbies.com/","email: impallari@gmail.com, team@latofonts.com | facebook: https://www.facebook.com/GreatCanadianGames | enriched:yes","","ddg_canada","false","true"
"Great Hobbies","540 West Hunt Club Road, Suite C","Ottawa","ON","CA","K2G 7B5","+1 613-244-2701","45.3330376","-75.7266412","","{Hobby}","Mo-We 10:00-18:00; Th 10:00-20:00; Fr 10:00-18:00; Sa 10:00-17:00; Su 11:00-17:00","https://www.greathobbies.com","OSM way/583580931 | email: 36dcb9766a1f4c478ab908276a19c1af@sentry.ghcyberhost.com | facebook: http://www.facebook.com/GreatHobbies | enriched:yes","","osm","false","true"
"Helou’s Sports Card and Collectibles – Downtown Windsor BIA","488 University Ave WWindsor","Windsor","ON","CA","","519-258-2189","","","","{Sports,TCG,Collectibles}","","https://www.downtownwindsor.ca/places/helous-sports-card-and-collectibles/","enriched:yes","","ddg_canada","false","true"
"High Score Gamez in St. Catharines, ON L2P 1M5","","St Catharines","ON","CA","","905-984-4442","","","","{Games}","","https://canada.chamberofcommerce.com/business-directory/ontario/st-catharines/video-game-store/813323-high-score-gamez","enriched:yes","","ddg_canada","false","true"
