"name","address","city","state","country","zip","phone","lat","lng","region","types","hours","website","notes","google_place_id","source","verified","active"
"Jonesboro Sports Cards and Memorabilia","424 Southwest Dr City:JonesboroPhone : (870) 565-2230","Jonesboro","AR","US","","(870) 565-2230","","","","{Sports,TCG,Collectibles}","","https://cardshopsnearme.com/arkansas/jonesboro-sports-cards-and-memorabilia/","","","ddg_pass2","false","true"
"Jonesboro Sports Cards and Memorabilia – Jonesboro, Arkansas ...","","Jonesboro","AR","US","","870-565-2230","","","","{Sports,TCG,Collectibles}","","https://www.lgsfinder.org/arkansas/jonesboro/jonesboro-sports-cards-and-memorabilia-jonesboro","","","ddg_pass2","false","true"
"NorseGoat cards and collectible store","","Jonesboro","AR","US","","870-897-4655","","","","{TCG,Collectibles}","","https://www.lgsfinder.org/arkansas/jonesboro/norsegoat-cards-and-collectible-store-jonesboro","","","ddg_pass2","false","true"
"Hobbytown Usa Little Rock","9101 W. Markam St","Little Rock","AR","US","","501-223-5155","","","","{Collectibles}","","https://www.sportscard-stores.com/store/722/little-rock/hobbytown-usa-little-rock","","","ddg_pass2","false","true"
"698 E Route 66 Flagstaff Az 928-774-0035","0035 ABOUT US OLD HIGHWAY TRADING POST Doing business on historic Route 66 since 1988","Flagstaff","AZ","US","","928-774-0035","","","","{Cards}","","https://oldhighwaytradingpost.com/","","","ddg_pass2","false","true"
"FlagstaffBaseballCardShop| SportsCardForum","13 North San Francisco Street","Flagstaff","AZ","US","","(928) 779-6035","","","","{Sports,TCG}","","https://www.sportscardportal.com/flagstaff-baseball-card-shop-in-flagstaff-az.html","","","ddg_pass2","false","true"
"Our Showroom","","Flagstaff","AZ","US","","(928) 527-0047","","","","{Cards}","","https://americancoins.com/showroom.htm","","","ddg_pass2","false","true"
"instagram.com/explore/locations/104733976260235/the-baseball-card...","","Phoenix","AZ","US","","1047339762","","","","{Sports,TCG}","","https://www.instagram.com/explore/locations/104733976260235/the-baseball-card-store/","","","ddg_pass2","false","true"
"Contact","2903 E Speedway BlvdTUCSON","Tucson","AZ","US","","(520) 333-6369","","","","{Cards}","","https://www.kirakiracollectibles.com/contact","","","ddg_pass2","false","true"
"Russo's Sports Collectibles","9000 Ming Ave Ste I-4","Bakersfield","CA","US","","661-665-4686","","","","{Sports,Collectibles}","","https://www.sportscard-stores.com/store/109/bakersfield/russos-sports-collectibles","","","ddg_pass2","false","true"
"Bases Loaded","","Fresno","CA","US","","559 225 9321","","","","{Cards}","","https://www.sportscard-stores.com/store/1366/fresno/bases-loaded","","","ddg_pass2","false","true"
"CollectiblesinLosAngeles| TikTok","","Los Angeles","CA","US","","(310)383-5055","","","","{Collectibles}","","https://www.tiktok.com/discover/collectibles-in-los-angeles","","","ddg_pass2","false","true"
"Baseball Fan-Attic","3025 McHenry Ave Suite G","Modesto","CA","US","","209-342-0420","","","","{Sports}","","https://www.sportscard-stores.com/store/318/modesto/baseball-fan-attic","","","ddg_pass2","false","true"
"Krier's Cards and Comics","3900 Pelandale Ave Ste 305","Modesto","CA","US","","209-522-0511","","","","{Comics,TCG}","","https://www.sportscard-stores.com/store/818/modesto/kriers-cards-and-comics","","","ddg_pass2","false","true"
"Empire TCG","9274 Middlefield Drive","Riverside","CA","US","","951 386 0934","","","","{TCG}","","https://empiretcg.com/","","","ddg_pass2","false","true"
"PSA Dealer: D & P Sports Cards","","Sacramento","CA","US","","(916) 391-8750","","","","{Sports,TCG}","","https://www.psacard.com/dealers/detail/d-p-sports-cards/3584","","","ddg_pass2","false","true"
"Bards & Cards","","San Diego","CA","US","","619-937-2211","","","","{TCG}","","https://www.lgsfinder.org/california/san-diego/bards-cards-san-diego","","","ddg_pass2","false","true"
"Baseball CardShopsinSanDiego,CA|SportsMemorabiliaStores...","750 Beyer Way","San Diego","CA","US","","619-623-7214","","","","{Sports,TCG,Collectibles}","","https://ballcardgenius.com/local-shop-finder/san-diego-baseball-card-shops/","","","ddg_pass2","false","true"
"ColoradoSpringsGiftShop| Greeting & BirthdayCards","3578 Hartsel Dr Ste A","Colorado Springs","CO","US","","(719) 260-8850","","","","{TCG}","","https://stores.hallmark.com/co/coloradosprings/trudys-hallmark-shop-coloradosprings-co-066561.html","","","ddg_pass2","false","true"
"Bill's Sports Collectibles","2335 South Broadway","Denver","CO","US","","303-733-4878","","","","{Sports,Collectibles}","","https://www.sportscard-stores.com/store/23/denver/bills-sports-collectibles","","","ddg_pass2","false","true"
"Old Town Art and Framery","173 North College Avenue","Fort Collins","CO","US","","(970) 221-5105","","","","{Cards}","","https://oldtownartandframery.com/","","","ddg_pass2","false","true"
"Rocky Mountain Sports Cards","2121 W Northern Ave","Pueblo","CO","US","","719-564-9618","","","","{Sports,TCG}","","https://www.sportscard-stores.com/store/1004/pueblo/rocky-mountain-sports-cards","","","ddg_pass2","false","true"
"Local Game Store Waterford, CT","5 Waterford","Hartford","CT","US","","(860) 941-1394","","","","{Games}","","https://www.prowessgaming.com/","","","ddg_pass2","false","true"
"SkyBox Trading Cards & Collectibles","","Norwalk","CT","US","","203-857-1778","","","","{TCG,Collectibles}","","https://www.lgsfinder.org/connecticut/norwalk/skybox-trading-cards-collectibles-norwalk","","","ddg_pass2","false","true"
"Sparks Trading Cards","1224 Monaco Ct Ste 31","Stockton","CT","US","","209-213-1365","","","","{TCG}","","https://fabtcg.com/en/locator/sparks-trading-cards/","","","ddg_pass2","false","true"
"Stackhouse Collectibles","","Dover","DE","US","","(302) 677-1952","","","","{Collectibles}","","https://www.bizarchive.com/business/stackhouse-collectibles_2n-302-677-1952","","","ddg_pass2","false","true"
"DaytonaMagicShop|DaytonaBeach,FL32114","136 SouthBeachStreet","Daytona Beach","FL","US","","(386) 252-6767","","","","{MTG}","","https://www.daytonabeach.com/listings/daytona-magic-shop/972/","","","ddg_pass2","false","true"
"Finn McCool's Sports & Collectibles","","Daytona Beach","FL","US","","386-212-5200","","","","{Sports,Collectibles}","","https://daytonafleamarket.com/finn-mccools-sports-collectibles/","","","ddg_pass2","false","true"
"Geek Out Toys and Collectibles","","Daytona Beach","FL","US","","386-801-2137","","","","{Collectibles}","","https://www.facebook.com/geekouttoysandcollectibles/","","","ddg_pass2","false","true"
"John’s Collectibles – Daytona Flea & Farmers Market","","Daytona Beach","FL","US","","386-801-2137","","","","{Collectibles}","","https://daytonafleamarket.com/johns-collectibles/","","","ddg_pass2","false","true"
"The Friendly Confines","214 S. Beach Street","Daytona Beach","FL","US","","386-323-9050","","","","{Cards}","","https://www.sportscard-stores.com/store/1172/daytona-beach/friendly-confines","","","ddg_pass2","false","true"
"Proco Memorabilia in Fort Lauderdale, FL","","Fort Lauderdale","FL","US","","(954) 749-4900","","","","{Collectibles}","","","","","ddg_pass2","false","true"
"Zean's Hobby Shop","101 Southwest 27th AvenueFortLauderdale","Fort Lauderdale","FL","US","","(954) 541-3130","","","","{Collectibles}","","https://www.keepupcards.com/shop/zeans-hobby-shop-fort-lauderdale-fl","","","ddg_pass2","false","true"
"All Star Sports Cards & Comics","77 were here. Come check out the longest running brick and mortar","Gainesville","FL","US","","(352) 372-2700","","","","{Sports,Comics,TCG}","","https://www.facebook.com/allstarsportscardsandcomics/","","","ddg_pass2","false","true"
"All Star Sportscards & Comics in Gainesville, FL 32607","7241 NW 4th Blvd inGainesville","Gainesville","FL","US","","352-372-2700","","","","{Sports,Comics,TCG}","","https://www.chamberofcommerce.com/business-directory/florida/gainesville/collectibles-store/24790488-all-star-sportscards-comics","","","ddg_pass2","false","true"
"Dick and Jane's Baseball Cards","1819 Dean Road","Jacksonville","FL","US","","904-725-2316","","","","{Sports,TCG}","","https://www.sportscard-stores.com/store/577/jacksonville/dick-and-janes-baseball-cards","","","ddg_pass2","false","true"
"Sports Memorabilia","","Jacksonville","FL","US","","904-745-1449","","","","{Sports,Collectibles}","","https://www.prestigejewelryandpawnjax.com/sports-and-memorabilia/4526281","","","ddg_pass2","false","true"
"Sportscards Jacksonville Florida Baseball Football Trading Sports ...","1833 Dean Road -Jacksonville","Jacksonville","FL","US","","904-725-2316","","","","{Sports,TCG}","","http://dickandjanescards.com/","","","ddg_pass2","false","true"
"Florida Sports Card Stores","","Miami","FL","US","","305-899-8828","","","","{Sports,TCG}","","https://www.sportscard-stores.com/directory/Florida","","","ddg_pass2","false","true"
"WhistlecopterMiamiFL, 33173 – Manta.com","","Miami","FL","US","","(786) 529-8882","","","","{Cards}","","https://www.manta.com/c/mx6gsvw/whistlecopter","","","ddg_pass2","false","true"
"Contact Us –HobbyCardShop","1209 Main St","Mobile","FL","US","","(561) 770-1950","","","","{TCG,Collectibles}","","https://www.hobbycardshop.com/pages/contact-us","","","ddg_pass2","false","true"
"East West Sports Collectibles","00 AM East West Sports Collectibles 2349 Vanderbilt Beach Rd","Naples","FL","US","","239-326-1350","","","","{Sports,Collectibles}","","https://shopvanderbilt.com/directory/east-west-sports-collectibles/","","","ddg_pass2","false","true"
"PSA Dealer: Steve Novella","4 p.m. EST","Naples","FL","US","","(239) 336-9491","","","","{Cards}","","https://www.psacard.com/dealers/detail/steve-novella-psa-graded-cards/1949","","","ddg_pass2","false","true"
"Best Baseball CardShopsinOrlando,FL| Ballcard Genius","3760 John Young Pkwy #103","Orlando","FL","US","","727-542-9215","","","","{Sports,TCG}","","https://ballcardgenius.com/local-shop-finder/baseball-card-shops-orlando-fl/","","","ddg_pass2","false","true"
"The Millennium Group","41 West Church St","Orlando","FL","US","","407-425-6826","","","","{Cards}","","https://www.sportscard-stores.com/store/1179/orlando/millennium-group","","","ddg_pass2","false","true"
"M & M Sports Cards & Collectibles in Pensacola, FL 32504","1922 Creighton Rd B inPensacola","Pensacola","FL","US","","850-479-6090","","","","{Sports,TCG,Collectibles}","","https://www.chamberofcommerce.com/business-directory/florida/pensacola/sports-card-store/9908440-m-m-sports-cards-collectibles","","","ddg_pass2","false","true"
"Catcher's Mitt","4525 Bee Ridge Road","Sarasota","FL","US","","941-379-2220","","","","{Cards}","","https://www.sportscard-stores.com/store/458/sarasota/catchers-mitt","","","ddg_pass2","false","true"
"PSA Dealer: Kenmore Collectibles","","Sarasota","FL","US","","(941) 251-1537","","","","{Collectibles}","","https://www.psacard.com/dealers/detail/kenmore-collectibles/2705","","","ddg_pass2","false","true"
"Srq cards in Sarasota, FL 34231","6623 Superior Ave inSarasota","Sarasota","FL","US","","310-617-2730","","","","{TCG}","","https://www.chamberofcommerce.com/business-directory/florida/sarasota/sports-card-store/2014046652-srq-cards","","","ddg_pass2","false","true"
"Lion's Paw Antiques & Collectables","","St Petersburg","FL","US","","727-323-8203","","","","{Cards}","","https://www.lionspawantiquesandjewelry.com/","","","ddg_pass2","false","true"
"Shoe & Sneaker Store inStPetersburg| JDSportsat Tyrone Square","","St Petersburg","FL","US","","(727) 343-5434","","","","{Sports}","","https://stores.jdsports.com/fl/stpetersburg/tyrone-square.html","","","ddg_pass2","false","true"
"Collector's Attic Inc.","","Tallahassee","FL","US","","850-999-1240","","","","{Cards}","","https://www.facebook.com/CollectorsAtticInc/","","","ddg_pass2","false","true"
"Tallahassee Sports Cards – Tallahassee, Florida","","Tallahassee","FL","US","","850-999-1240","","","","{Sports,TCG}","","https://www.lgsfinder.org/florida/tallahassee/tallahassee-sports-cards-tallahassee","","","ddg_pass2","false","true"
"Baseball Card Clubhouse in Tampa, FL 33629","2225 S Dale Mabry Hwy inTampa","Tampa","FL","US","","813-259-0111","","","","{Sports,TCG}","","https://www.chamberofcommerce.com/business-directory/florida/tampa/sports-card-store/28260099-baseball-card-clubhouse","","","ddg_pass2","false","true"
"Cardboard Castle Games","2025 Contact Information 3836 Washington RoadAugusta","Augusta","GA","US","","(706) 305-1714","","","","{TCG,Games}","","https://www.keepupcards.com/shop/cardboard-castle-games-augusta-ga","","","ddg_pass2","false","true"
"Cardboard Castle Games 4015 Columbia Rd, Augusta, GA 30907 ...","4015 Columbia Rd","Augusta","GA","US","","706-305-1714","","","","{TCG,Games}","","https://www.superpages.com/augusta-ga/bpp/cardboard-castle-games-503128530","","","ddg_pass2","false","true"
"The ChristmasShopSavannahGA- YouTube","5343 is the best source for those hard-to-find Christmas Collectibles","Savannah","GA","US","","(912) 234-5343","","","","{Cards}","","https://www.youtube.com/watch?v=8NnidWtTjm0","","","ddg_pass2","false","true"
"Metal Collectibles","","Honolulu","HI","US","","(808) 531-6251","","","","{Collectibles}","","https://www.hawaiianislandstampandcoin.com/","","","ddg_pass2","false","true"
"Castle Sports & Collectibles","3913 Center Point Road Northeast","Cedar Rapids","IA","US","","(319)378-9117","","","","{Sports,Collectibles}","","https://www.usaypage.com/collectibles-category/iowa-cedar-rapids/castle-sports-collectibles-p4675.html","","","ddg_pass2","false","true"
"Locker Room Legends","","Cedar Rapids","IA","US","","319-396-2358","","","","{Cards}","","https://www.sportscard-stores.com/store/837/cedar-rapids/locker-room-legends","","","ddg_pass2","false","true"
"Super Stars and Super Heroes","1527 Harrison Street","Davenport","IA","US","","563-323-4392","","","","{Cards}","","https://www.sportscard-stores.com/store/1126/davenport/super-stars-and-super-heroes","","","ddg_pass2","false","true"
"Hobby, Toy, andGameShops|Boise,ID- Manta.com","","Boise","ID","US","","(208) 957-5441","","","","{Games,Collectibles}","","https://www.manta.com/mb_54_B63B1_3YH/hobby_toy_and_game_shops/boise_id","","","ddg_pass2","false","true"
"bestbuy.com/site/electronics/black-friday/pcmcat225600050002.c?id...","","Green Bay","ID","US","","2256000500","","","","{Cards}","","https://www.bestbuy.com/site/electronics/black-friday/pcmcat225600050002.c?id=pcmcat225600050002","","","ddg_pass2","false","true"
"Game Grid I.F.","2026 East 17th StreetIdahoFalls","Idaho Falls","ID","US","","9862757340","","","","{Games}","","https://www.gamegridif.com/","","","ddg_pass2","false","true"
"Jewelry & Collectibles","","Idaho Falls","ID","US","","208-522-8450","","","","{Collectibles}","","https://www.csbidaho.com/jewelry-collectibles-decor","","","ddg_pass2","false","true"
"ShoppingIdahoFallsIDIdaho+ Outlet Mall","3341 805 South Holmes Avenue","Idaho Falls","ID","US","","208-522-3341","","","","{Cards}","","http://www.discoverourtown.com/ID/Idaho-Falls/Shopping-1572.html","","","ddg_pass2","false","true"
"Baseball Card in Nampa, ID","3021 W State St - Veterans Park Boise -ID(208) 338-3828","Nampa","ID","US","","(208) 338-3828","","","","{Sports,TCG}","","https://hub.biz/Nampa-ID/Baseball-Cards-Sports-Memorabilia","","","ddg_pass2","false","true"
"Dugout Sports Cards and Games","2 12th Ave","Nampa","ID","US","","208-465-3652","","","","{Sports,TCG,Games}","","https://www.sportscard-stores.com/store/595/nampa/dugout-sports-cards-and-games","","","ddg_pass2","false","true"
"SportingGoods inNampa,Idaho","1601 Caldwell Blvd","Nampa","ID","US","","(208) 466-0189","","","","{Sports}","","https://us-locations.com/id/nampa/sporting-goods","","","ddg_pass2","false","true"
"Box Seat Cards And Collectibles CU","313 North Mattis Avenue","Champaign","IL","US","","217-359-7576","","","","{TCG,Collectibles}","","https://www.facebook.com/boxseatcards/","","","ddg_pass2","false","true"
"Specialty Stamp & Coin","","Champaign","IL","US","","217-359-7576","","","","{Cards}","","https://www.specialtystampandcoin.com/","","","ddg_pass2","false","true"
"Chicago Toy Hunting.com","711 W. Belmont Ave","Chicago","IL","US","","847-902-2867","","","","{Cards}","","http://chicagotoyhunting.com/","","","ddg_pass2","false","true"
"Baseball Card City in Peoria, IL 61614","2248 W Glen Ave inPeoria","Peoria","IL","US","","309-691-7109","","","","{Sports,TCG}","","https://www.chamberofcommerce.com/business-directory/illinois/peoria/sports-card-store/2000220545-baseball-card-city","","","ddg_pass2","false","true"
"Wendy's Creative Collections & Coins","","Peoria","IL","US","","309-685-5323","","","","{Cards}","","https://wendyscoinspeoria.com/","","","ddg_pass2","false","true"
"Johnny O Sports","","Rockford","IL","US","","815-226-8428","","","","{Sports}","","https://www.sportscard-stores.com/store/796/rockford/johnny-o-sports","","","ddg_pass2","false","true"
"Royal Hobby Shop","3920 E State StRockford","Rockford","IL","US","","815-399-1771","","","","{Collectibles}","","https://miraclemilerockford.com/location/103/royal-hobby-shop","","","ddg_pass2","false","true"
"UNDERDOG Sports, Memorabilia & Games","4650 North Brandywine Drive Peoria📍 309-306-8886 ☎️ #FightingIllini #pleaseshoplocal #everybodylovestheunderdog We're happy to reserve and bring toSpringfield- just give us a shout at either store","Springfield","IL","US","","217-993-9888","","","","{Sports,Games,Collectibles}","","https://www.facebook.com/UNDERDOGsportsandfanfare/","","","ddg_pass2","false","true"
"Ann Arbor Sports Memorabilia Shop","255 E Liberty St inAnnArbor","Ann Arbor","IN","US","","(734) 222-9000","","","","{Sports,Collectibles}","","https://www.dandb.com/businessdirectory/annarborsportsmemorabiliashop-annarbor-mi-35087265.html","","","ddg_pass2","false","true"
"Clean Out and Cash Out with Annapolis Consignment Shops","3820 Mountain Road","Annapolis","IN","US","","(410) 255-0060","","","","{Cards}","","https://annapolismomsmedia.com/clean-out-and-cash-out-with-annapolis-consignment-shops/","","","ddg_pass2","false","true"
"Third Eye Games & Hobbies","222 were here. Third Eye Games is the sister store to Third Eye Comics","Annapolis","IN","US","","410-295-0633","","","","{Games}","","https://www.facebook.com/3rdeyegames/","","","ddg_pass2","false","true"
"Yorkshire Rose Collectibles","3820 Mountain Road","Annapolis","IN","US","","(410) 255-0060","","","","{Collectibles}","","https://www.facebook.com/AnnapolisYorkshireRoseCollectibles/","","","ddg_pass2","false","true"
"H & H Baseball Cards Plus in Bakersfield, CA 93309","4636 California Ave inBakersfield","Bakersfield","IN","US","","(661) 324-1062","","","","{Sports,TCG}","","https://www.chamberofcommerce.com/united-states/california/bakersfield/collectibles-store/11889014-h-h-baseball-cards-plus","","","ddg_pass2","false","true"
"Our Retail Store in Bangor, ME","8372 93 Central Street","Bangor","IN","US","","(207) 941-8372","","","","{Cards}","","https://www.mainecollectibles.com/our-store/","","","ddg_pass2","false","true"
"Champs Sports in 6401 Bluebonnet BlvdBatonRouge,Louisiana","","Baton Rouge","IN","US","","(225) 766-5390","","","","{Sports}","","https://stores.champssports.com/la/batonrouge/6401-bluebonnet-blvd-14378.html","","","ddg_pass2","false","true"
"Collector's Corner NW (@collectorscornernw) • Instagram ...Local Card Shops","80 157th Ave SEBellevue","Bellevue","IN","US","","206-384-7652","","","","{TCG}","","https://www.instagram.com/collectorscornernw/","","","ddg_pass2","false","true"
"Hobby, Toy, andGameShops|Bellevue,WA- Manta.com","","Bellevue","IN","US","","(425) 747-6288","","","","{Games,Collectibles}","","https://www.manta.com/mb_54_B63B1_MF1/hobby_toy_and_game_shops/bellevue_wa","","","ddg_pass2","false","true"
"Hoody's Collectibles (Bend) in Bend, OR 97702","61334 S Hwy 97 #270 inBend","Bend","IN","US","","541-388-6881","","","","{Collectibles}","","https://www.chamberofcommerce.com/business-directory/oregon/bend/sports-card-store/2015539462-hoodys-collectibles-bend","","","ddg_pass2","false","true"
"Cards Games and More","","Bismarck","IN","US","","(701) 751-4545","","","","{TCG,Games}","","https://www.allbiz.com/business/cards-games-more_1H-701-751-4545","","","ddg_pass2","false","true"
"The Great Escape","2945 Scottsville Road B17 and B18BowlingGreen","Bowling Green","IN","US","","(270) 782-8092","","","","{Cards}","","https://www.keepupcards.com/shop/the-great-escape-bowling-green-ky","","","ddg_pass2","false","true"
"Family Treasures Antique Mall","000 square foot Multi Vendor Antique Mall located in the beautiful Historic ROSE DISTRICT of DowntownBROKENARROW","Broken Arrow","IN","US","","918-806-2233","","","","{Cards}","","https://www.antiquetrail.com/pages/Family-Treasures-Antique-Mall/","","","ddg_pass2","false","true"
"Freedom Hobby and Gaming","","Canton","IN","US","","330-880-5010","","","","{Collectibles}","","https://www.lgsfinder.org/ohio/north-canton/freedom-hobby-and-gaming-north-canton","","","ddg_pass2","false","true"
"Sports Archives in Canton, OH 44709","2677 Cleveland Ave NW inCanton","Canton","IN","US","","330-492-4607","","","","{Sports}","","https://www.chamberofcommerce.com/business-directory/ohio/canton/sports-memorabilia-store/7131581-sports-archives","","","ddg_pass2","false","true"
"A walk in time","1626 6th Ave City:CharlestonPhone : (304) 220-0476 Visit WebsiteCall Now","Charleston","IN","US","","(304) 220-0476","","","","{Cards}","","https://cardshopsnearme.com/west-virginia/a-walk-in-time/","","","ddg_pass2","false","true"
"Murdoch's Ranch & Home Supply, 3773 E Lincolnway,CheyenneWy...","3773 E Lincolnway","Cheyenne","IN","US","","(307) 632-7888","","","","{Cards}","","https://us-locations.com/wy/cheyenne/hardware-stores/murdoch-s-ranch-home-supply-1558qwo3dz","","","ddg_pass2","false","true"
"GPS Sports Gallery","","Cleveland","IN","US","","440-333-3123","","","","{Sports}","","https://www.gpssportsgallery.com/","","","ddg_pass2","false","true"
"The 20 Best Hobby Shops – Cleveland, OH (United States)Immortals Inc","20 Best Hobby Shops – Cleveland","Cleveland","IN","US","","(800) 793-9793","","","","{Collectibles}","","https://unilocal.net/c/united-states/oh/cleveland/hobby-shops","","","ddg_pass2","false","true"
"Columbia Collectibles","7 talking about this.HobbyStoreColumbiaCollectibles is located at 1229 Hampshire Pike inColumbia","Columbia","IN","US","","629-294-0683","","","","{Collectibles}","","","","","ddg_pass2","false","true"
"Columbia Collectibles in Columbia, TN 38401","1229 Hampshire Pike inColumbia","Columbia","IN","US","","629-294-0683","","","","{Collectibles}","","https://www.chamberofcommerce.com/business-directory/tennessee/columbia/sports-card-store/2015470336-columbia-collectibles","","","ddg_pass2","false","true"
"Game Knight","3 trading card game and sports card shops inColumbia","Columbia","IN","US","","931-505-8090","","","","{Games}","","https://www.facebook.com/GameKnightLLC/","","","ddg_pass2","false","true"
"ARC Sportcards","20 Walker St","Concord","IN","US","","603-224-1275","","","","{Sports,TCG}","","https://www.facebook.com/arcsportcards/","","","ddg_pass2","false","true"
"Arc SportsCards in Concord, NH 03301","20 Walker St","Concord","IN","US","","603-224-1275","","","","{Sports,TCG}","","https://www.chamberofcommerce.com/business-directory/new-hampshire/concord/collectibles-store/2025179136-arc-sportscards","","","ddg_pass2","false","true"
"Steeplegate Mall","270 Loudon Rd Space 1132","Concord","IN","US","","603-224-1275","","","","{Cards}","","https://www.sportscard-stores.com/store/1117/concord/steeplegate-mall","","","ddg_pass2","false","true"
"Have Fun Collectibles","3451 N Fairmount St B","Davenport","IN","US","","(563) 823-1975","","","","{Collectibles}","","https://www.facebook.com/havefuncollectibles/","","","ddg_pass2","false","true"
"Major Art & Hobby Co.","","Davenport","IN","US","","(563)323-9042","","","","{Collectibles}","","https://www.horizonhobby.com/on/demandware.store/Sites-horizon-us-Site/default/Stores-Details?storeID=2453","","","ddg_pass2","false","true"
"Bill's Sports Collectibles in Denver, CO 80210","2335 S Broadway inDenver","Denver","IN","US","","303-733-4878","","","","{Sports,Collectibles}","","https://www.chamberofcommerce.com/business-directory/colorado/denver/sports-memorabilia-store/1592228-bill-s-sports-collectibles","","","ddg_pass2","false","true"
"Cobra Cards in Dothan, AL 36303","1230 Westgate Pkwy Unit 4 inDothan","Dothan","IN","US","","334-479-8195","","","","{TCG}","","https://www.chamberofcommerce.com/business-directory/alabama/dothan/hobby-store/2024144792-cobra-cards","","","ddg_pass2","false","true"
"Hobby, Toy, andGameShops|Dothan,AL- Manta.com","1250 North Park Avenue","Dothan","IN","US","","(334) 793-2171","","","","{Games,Collectibles}","","https://www.manta.com/mb_54_B63B1_04Q/hobby_toy_and_game_shops/dothan_al","","","ddg_pass2","false","true"
"Hometown Sports Collectables","","Dover","IN","US","","(302) 677-1952","","","","{Sports}","","https://www.facebook.com/HometownSportsCollectables/","","","ddg_pass2","false","true"
"Nostalgia Collectibles","","Eugene","IN","US","","(541) 484-9202","","","","{Collectibles}","","https://www.allbiz.com/business/nostalgia-collectibles_15-541-484-9202","","","ddg_pass2","false","true"
"The Hobby Den","5432 E. Indiana St","Evansville","IN","US","","(812) 805-0058","","","","{Collectibles}","","https://www.hobbydencollectibles.com/shop.htm","","","ddg_pass2","false","true"
"Flagstaff Sports Cards & Collectibles","13 N. San Francisco St Suite 102Flagstaff","Flagstaff","IN","US","","(928) 779-6035","","","","{Sports,TCG,Collectibles}","","https://downtownflagstaff.org/go/flagstaff-sports-cards-and-collectibles","","","ddg_pass2","false","true"
"E J Sports Cards","","Flint","IN","US","","(810) 239-7896","","","","{Sports,TCG}","","https://www.allbiz.com/business/e-j-sports-cards-810-239-7896","","","ddg_pass2","false","true"
"The Right Card in Fort Collins, CO 80524","222 Walnut St inFortCollins","Fort Collins","IN","US","","970-221-3030","","","","{TCG}","","https://www.chamberofcommerce.com/business-directory/colorado/fort-collins/greeting-card-shop/2003517692-the-right-card","","","ddg_pass2","false","true"
