player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Tyler Bremner,BDC-37,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Base,,True
Nate Snead,BDC-38,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Base,,True
Eduardo Tait,BDC-39,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Minnesota Twins,Base,,True
Gavin Kilen,BDC-40,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Base,,True
Ryan Waldschmidt,BDC-41,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Base,,True
Jacob Morrison,BDC-42,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Base,,True
George Lombard Jr.,BDC-43,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Yankees,Base,,True
Landon Harmon,BDC-44,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Base,,True
Walker Janek,BDC-45,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Houston Astros,Base,,True
Trevor Cohen,BDC-46,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Base,,True
Colin Yeaman,BDC-47,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Base,,True
Max Clark,BDC-48,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Travis Bazzana,BDC-49,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cleveland Guardians,Base,,True
Easton Carmichael,BDC-50,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Base,,True
AJ Russell,BDC-51,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Base,,True
Pico Kohn,BDC-52,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Yankees,Base,,True
Dominick Reid,BDC-53,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago Cubs,Base,,True
Marcus Phillips,BDC-54,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Boston Red Sox,Base,,True
Jhonny Level,BDC-55,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Base,,True
Antonio Jimenez,BDC-56,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Mets,Base,,True
Matthew Miura,BDC-57,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Base,,True
Ty Harvey,BDC-58,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Diego Padres,Base,,True
Kevin McGonigle,BDC-59,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Josue Briceño,BDC-60,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Luke Dickerson,BDC-61,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Base,,True
Justin Lamkin,BDC-62,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Kansas City Royals,Base,,True
Caden Bodine,BDC-63,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Base,,True
Brandon Compton,BDC-64,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Miami Marlins,Base,,True
Kaeden Kent,BDC-65,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Yankees,Base,,True
Mason Morris,BDC-66,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cincinnati Reds,Base,,True
Ethan Frey,BDC-67,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Houston Astros,Base,,True
Max Williams,BDC-68,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Miami Marlins,Base,,True
Korbyn Dickerson,BDC-69,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Base,,True
Tate Southisene,BDC-70,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Atlanta Braves,Base,,True
Mitch Voit,BDC-71,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Mets,Base,,True
Rainiel Rodriguez,BDC-72,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Base,,True
Tim Piasentin,BDC-73,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Toronto Blue Jays,Base,,True
James Tibbs III,BDC-74,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Los Angeles Dodgers,Base,,True
Jefferson Rojas,BDC-75,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago Cubs,Base,,True
Michael Salina,BDC-76,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Diego Padres,Base,,True
Ryan Mitchell,BDC-77,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Base,,True
JB Middleton,BDC-78,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Colorado Rockies,Base,,True
Riley Kelly,BDC-79,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Colorado Rockies,Base,,True
Cade Obermueller,BDC-80,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Philadelphia Phillies,Base,,True
Briggs McKenzie,BDC-81,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Atlanta Braves,Base,,True
Joshua Flores,BDC-82,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Base,,True
Gabe Davis,BDC-83,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago White Sox,Base,,True
Kayson Cunningham,BDC-84,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Base,,True
JT Quinn,BDC-85,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Base,,True
Nolan Sailors,BDC-86,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Kansas City Royals,Base,,True
Leo De Vries,BDC-87,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Athletics,Base,,True
Tommy White,BDC-88,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Athletics,Base,,True
Patrick Forbes,BDC-89,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Base,,True
Tanner Franklin,BDC-90,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Base,,True
Cody Miller,BDC-91,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Atlanta Braves,Base,,True
Quentin Young,BDC-92,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Minnesota Twins,Base,,True
Landon Hodge,BDC-93,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago White Sox,Base,,True
Ryan Sloan,BDC-94,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Base,,True
Kash Mayfield,BDC-95,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Diego Padres,Base,,True
Charles Davalan,BDC-96,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Los Angeles Dodgers,Base,,True
Jake Cook,BDC-97,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Toronto Blue Jays,Base,,True
Aroon Escobar,BDC-98,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Philadelphia Phillies,Base,,True
Cameron Maldonado,BDC-99,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Base,,True
Nick Becker,BDC-100,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Base,,True
Griffin Hugus,BDC-101,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Base,,True
Konnor Griffin,BDC-102,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Base,,True
Felnin Celesten,BDC-103,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Base,,True
Sean Youngerman,BDC-104,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Philadelphia Phillies,Base,,True
Luis Peña,BDC-105,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Base,,True
Matthew Fisher,BDC-106,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Philadelphia Phillies,Base,,True
Yolfran Castillo,BDC-107,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Base,,True
Murf Gray,BDC-108,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Base,,True
Mason Neville,BDC-109,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cincinnati Reds,Base,,True
Esmerlyn Valdez,BDC-110,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Base,,True
Eduardo Quintero,BDC-111,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Los Angeles Dodgers,Base,,True
Gustavo Melendez,BDC-112,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Base,,True
Nate George,BDC-113,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Base,,True
Dean Moss,BDC-114,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Tampa Bay Rays,Base,,True
Elian Peña,BDC-115,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Mets,Base,,True
Anthony Eyanson,BDC-116,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Boston Red Sox,Base,,True
Mason McConnaughey,BDC-117,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Base,,True
Michael Lombardi,BDC-118,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Kansas City Royals,Base,,True
Josh Owens,BDC-119,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Base,,True
Kaelen Culpepper,BDC-120,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Minnesota Twins,Base,,True
Theo Gillen,BDC-121,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Tampa Bay Rays,Base,,True
Cam Caminiti,BDC-122,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Atlanta Braves,Base,,True
Luke Lacourse,BDC-123,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Base,,True
Conor Essenburg,BDC-124,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Atlanta Braves,Base,,True
Joshua Kuroda-Grauer,BDC-125,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Athletics,Base,,True
Adonys Guzman,BDC-126,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Base,,True
Christian Foutch,BDC-127,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Boston Red Sox,Base,,True
Jake Munroe,BDC-128,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Base,,True
Dean Curley,BDC-129,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cleveland Guardians,Base,,True
Cameron Nelson,BDC-130,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Colorado Rockies,Base,,True
Kaleb Wing,BDC-131,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago Cubs,Base,,True
Carlos Lagrange,BDC-132,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Yankees,Base,,True
Alfredo Duno,BDC-133,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cincinnati Reds,Base,,True
Aaron Walton,BDC-134,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cleveland Guardians,Base,,True
Devin Taylor,BDC-135,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Athletics,Base,,True
Charlie Condon,BDC-136,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Colorado Rockies,Base,,True
Travis Sykora,BDC-137,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Base,,True
Carson Benge,BDC-138,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Mets,Base,,True
Dakota Jordan,BDC-139,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Base,,True
Cody Bowker,BDC-140,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Philadelphia Phillies,Base,,True
Ben Jacobs,BDC-141,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Chase Shores,BDC-142,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Base,,True
Brody Brecht,BDC-143,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Colorado Rockies,Base,,True
Kyle Lodise,BDC-144,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago White Sox,Base,,True
JJ Wetherholt,BDC-145,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Base,,True
Dax Kilby,BDC-146,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Yankees,Base,,True
Jared Thomas,BDC-147,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Colorado Rockies,Base,,True
Ethan Hedges,BDC-148,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Colorado Rockies,Base,,True
Sean Episcope,BDC-149,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Base,,True
Jack Gurevitch,BDC-150,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Base,,True
Ethan Petry,BDC-151,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Base,,True
Slade Caldwell,BDC-152,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Base,,True
Johnny Slawinski,BDC-153,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Base,,True
Matt Barr,BDC-154,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Minnesota Twins,Base,,True
Bryce Cunningham,BDC-155,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Yankees,Base,,True
Michael Oliveto,BDC-156,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Cooper Pratt,BDC-157,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Base,,True
Landyn Vidourek,BDC-158,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Los Angeles Dodgers,Base,,True
Walker Jenkins,BDC-159,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Minnesota Twins,Base,,True
Blake Mitchell,BDC-160,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Kansas City Royals,Base,,True
JD Dix,BDC-161,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Base,,True
Jordan Yost,BDC-162,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Jonny Farmelo,BDC-163,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Base,,True
James Ellwanger,BDC-164,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Minnesota Twins,Base,,True
Ching-Hsien Ko,BDC-165,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Los Angeles Dodgers,Base,,True
Cooper Flemming,BDC-166,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Tampa Bay Rays,Base,,True
Hagen Smith,BDC-167,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago White Sox,Base,,True
Thayron Liranzo,BDC-168,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Sebastian Walcott,BDC-169,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Base,,True
Brian Curley,BDC-170,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Base,,True
Grant Richardson,BDC-171,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Athletics,Base,,True
Malachi Witherspoon,BDC-172,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Jaxon Wiggins,BDC-173,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago Cubs,Base,,True
Shotaro Morii,BDC-174,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Athletics,Base,,True
Dean Livingston,BDC-175,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Base,,True
Cameron Millar,BDC-176,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Kansas City Royals,Base,,True
Yohandy Morales,BDC-177,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Base,,True
Sean Gamble,BDC-178,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Kansas City Royals,Base,,True
Peter Kussow,BDC-179,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Mets,Base,,True
Aidan Miller,BDC-180,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Philadelphia Phillies,Base,,True
Miguel Sime Jr.,BDC-181,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Base,,True
Josuar Gonzalez,BDC-182,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Base,,True
Cade Crossland,BDC-183,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Base,,True
Caleb Bonemer,BDC-184,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago White Sox,Base,,True
Josh Hammond,BDC-185,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Kansas City Royals,Base,,True
Joseph Dzierwa,BDC-186,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Base,,True
Sammy Stafura,BDC-187,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Base,,True
Jacob Reimer,BDC-188,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Mets,Base,,True
Dominic Fritton,BDC-189,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Tampa Bay Rays,Base,,True
Ryan Wideman,BDC-190,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Diego Padres,Base,,True
Malcolm Moore,BDC-191,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Base,,True
Nolan Schubart,BDC-192,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cleveland Guardians,Base,,True
Aaron Watson,BDC-193,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cincinnati Reds,Base,,True
Brady Ebel,BDC-194,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Base,,True
Caleb Leys,BDC-195,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Detroit Tigers,Base,,True
Jesús Made,BDC-196,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Base,,True
CJ Gray,BDC-197,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Base,,True
Enrique Bradfield Jr.,BDC-198,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Base,,True
JR Ritchie,BDC-199,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Atlanta Braves,Base,,True
Kane Kepley,BDC-200,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago Cubs,Base,,True
Gavin Fien,SS-1,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Insert,Sapphire Selections,True
Kyson Witherspoon,SS-2,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Boston Red Sox,Insert,Sapphire Selections,True
Kade Anderson,SS-3,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Insert,Sapphire Selections,True
Tyler Bremner,SS-4,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Insert,Sapphire Selections,True
Liam Doyle,SS-5,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Insert,Sapphire Selections,True
Seth Hernandez,SS-6,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Insert,Sapphire Selections,True
Ike Irish,SS-7,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Insert,Sapphire Selections,True
Eli Willits,SS-8,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Insert,Sapphire Selections,True
Brady Ebel,SS-9,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Insert,Sapphire Selections,True
Gage Wood,SS-10,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Philadelphia Phillies,Insert,Sapphire Selections,True
Tate Southisene,SS-11,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Atlanta Braves,Insert,Sapphire Selections,True
Steele Hall,SS-12,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cincinnati Reds,Insert,Sapphire Selections,True
JoJo Parker,SS-13,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Toronto Blue Jays,Insert,Sapphire Selections,True
Billy Carlson,SS-14,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago White Sox,Insert,Sapphire Selections,True
Jamie Arnold,SS-15,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Athletics,Insert,Sapphire Selections,True
Kayson Cunningham,SS-16,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Insert,Sapphire Selections,True
Gavin Kilen,SS-17,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Insert,Sapphire Selections,True
Xavier Neyens,SS-18,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Houston Astros,Insert,Sapphire Selections,True
Billy Carlson,CPA-BC,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago White Sox,Auto,Chrome Prospect Autograph,True
Brandon Compton,CPA-BCO,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Miami Marlins,Auto,Chrome Prospect Autograph,True
Brady Ebel,CPA-BE,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Auto,Chrome Prospect Autograph,True
Caden Bodine,CPA-CB,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Auto,Chrome Prospect Autograph,True
Charles Davalan,CPA-CD,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Los Angeles Dodgers,Auto,Chrome Prospect Autograph,True
Dax Kilby,CPA-DK,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Yankees,Auto,Chrome Prospect Autograph,True
Ethan Conrad,CPA-EC,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago Cubs,Auto,Chrome Prospect Autograph,True
