"name","address","city","state","country","zip","phone","lat","lng","region","types","hours","website","notes","google_place_id","source","verified","active"
"Card Shops","751 E 36th Ave #115Anchorage","Anchorage","AK","US","","(907) 868-1195","","","","{TCG}","","https://www.tcdb.com/CardShops.cfm?MODE=VIEW&ShopID=1164","","","ddg_targeted","false","true"
"KT Collectible Trading Cards & Games","","Anchorage","AK","US","","907-868-1195","","","","{TCG,Games,Collectibles}","","https://www.lgsfinder.org/alaska/anchorage/kt-collectible-trading-cards-games-anchorage","","","ddg_targeted","false","true"
"Ork Morkanaut 50-19","","Anchorage","AK","US","","907-929-7878","","","","{Cards}","","https://www.tier1cardsandgames.com/catalog/games_workshop-gaming__pos/ork_morkanaut_5019/260083","","","ddg_targeted","false","true"
"The ComicShop-Fairbanks,AK| SportsCard-Stores.Com","418 3rd St","Fairbanks","AK","US","","907-452-5780","","","","{Sports,Comics,TCG}","","https://www.sportscard-stores.com/store/1164/fairbanks/comic-shop","","","ddg_targeted","false","true"
"Collector's Hideaway","613 W. Willouguby Ave","Juneau","AK","US","","907-463-4807","","","","{Cards}","","https://www.sportscard-stores.com/store/496/juneau/collectors-hideaway","","","ddg_targeted","false","true"
"Collectible, Video Games, Consoles and More – Play and Talk","","Gulfport","AL","US","","251-422-1702","","","","{Games,Collectibles}","","https://playandtalk.com/","","","ddg_targeted","false","true"
"Jags Corner Trading Cards & Sports Memorabilia – Mobile ...","","Mobile","AL","US","","251-295-4773","","","","{Sports,TCG,Collectibles}","","https://www.lgsfinder.org/alabama/mobile/jags-corner-trading-cards-sports-memorabilia-mobile","","","ddg_targeted","false","true"
"Comics and Cards Trading Post","7968 Vaughn Rd","Montgomery","AL","US","","334-272-1787","","","","{Comics,TCG}","","https://www.sportscard-stores.com/store/521/montgomery/comics-and-cards-trading-post","","","ddg_targeted","false","true"
"Oklahoma Sports Card Stores","","Oklahoma City","AL","US","","405-348-7583","","","","{Sports,TCG}","","https://www.sportscard-stores.com/directory/Oklahoma","","","ddg_targeted","false","true"
"DICK'S SPORTING GOODS","3825 Phoenix Ave","Fort Smith","AR","US","","(479) 646-8900","","","","{Sports}","","https://www.loc8nearme.com/arkansas/fort-smith/dicks-sporting-goods/21886/","","","ddg_targeted","false","true"
"The Sports Authority","","Little Rock","AR","US","","(501) 224-7137","","","","{Sports}","","http://www.findbicycleshops.net/shops/arkansas/the_sports_authority_ar.html","","","ddg_targeted","false","true"
"[Arkansas Storage Centers","","Little Rock","AR","US","","(501) 353-2224","","","","{Cards}","","https://storageauctions.com/storage-directory/storage-details/3143","","","ddg_targeted","false","true"
"Cleve's Collectibles","1528 W. Sunset Ave Suite J","Springdale","AR","US","","479-927-0067","","","","{Collectibles}","","https://www.sportscard-stores.com/store/476/springdale/cleves-collectibles","","","ddg_targeted","false","true"
"Cleve's Sports Cards","","Springdale","AR","US","","479-927-0067","","","","{Sports,TCG}","","https://www.lgsfinder.org/arkansas/springdale/cleves-sports-cards-springdale","","","ddg_targeted","false","true"
"Cleve's Sports Cards in Springdale, AR 72764","1528 W Sunset Ave Unit J inSpringdale","Springdale","AR","US","","479-927-0067","","","","{Sports,TCG}","","https://www.chamberofcommerce.com/business-directory/arkansas/springdale/collectibles-store/709414-cleve-s-sports-cards","","","ddg_targeted","false","true"
"Cleve's Sports Cards, Springdale AR","1528 W Sunset Ave Suite JSpringdale","Springdale","AR","US","","479 927-0067","","","","{Sports,TCG}","","https://clevessportscards.kwickmenu.com/","","","ddg_targeted","false","true"
"Storage Unit Auction in Springdale, AR at Springdale Self","46858 1507 South Old Missouri Rd","Springdale","AR","US","","146858 1507","","","","{Cards}","","https://storageauctions.com/auction-unit/unit-details/146858","","","ddg_targeted","false","true"
"Let’s Find Pokemon! Special Complete Edition – GBS","","Phoenix","AZ","US","","(800) 851-6001","","","","{Pokemon}","","https://gbsbooks.com/product/lets-find-pokemon-special-complete-edition/","","","ddg_targeted","false","true"
"EARTHBOUND TRADING CO.","3957 N Brown Ave","Scottsdale","AZ","US","","(480) 648-1664","","","","{TCG}","","https://www.loc8nearme.com/arizona/scottsdale/earthbound-trading/2905216/","","","ddg_targeted","false","true"
"PSA Dealer: Scottsdale Baseball Cards","16055 N. Dial Blvd","Scottsdale","AZ","US","","(480) 419-2990","","","","{Sports,TCG}","","https://www.psacard.com/dealers/detail/scottsdale-baseball-cards/1894/","","","ddg_targeted","false","true"
"SCOTTSDALE TRADING POST","7078 E 5th Ave","Scottsdale","AZ","US","","(480) 945-1910","","","","{TCG}","","https://www.loc8nearme.com/arizona/scottsdale/scottsdale-trading-post/5102489/","","","ddg_targeted","false","true"
"Valleywide Sports Cards","3734 9015 East Vía Linda","Scottsdale","AZ","US","","480-935-3734","","","","{Sports,TCG}","","https://www.vwsportscards.com/","","","ddg_targeted","false","true"
"Amazing Discoveries","","Tucson","AZ","US","","(520) 320-0338","","","","{Cards}","","https://www.wargames.com/store/1136/tucson/amazing-discoveries","","","ddg_targeted","false","true"
"IRL Cards","4444 East Grant Road","Tucson","AZ","US","","520-495-4023","","","","{TCG}","","https://irlcards.com/","","","ddg_targeted","false","true"
"The Sports Authority","","Tucson","AZ","US","","(520) 292-6955","","","","{Sports}","","http://www.findbicycleshops.net/shops/arizona/the_sports_authority_340.html","","","ddg_targeted","false","true"
"Home","2424 W. Ball Rd","Anaheim","CA","US","","(714) 758-3803","","","","{Cards}","","https://www.team3j.com/","","","ddg_targeted","false","true"
"Sports Memorabilia & Autographed Sports Collectibles","","Bakersfield","CA","US","","(800) 793-9793","","","","{Sports,Collectibles}","","https://www.sportscollectibles.com/sports-memorabilia-collectibles-stores/california/bakersfield.html","","","ddg_targeted","false","true"
"Irvine Spectrum Center","71 Fortune Dr","Irvine","CA","US","","949-450-0048","","","","{Cards}","","https://www.sportscard-stores.com/store/758/irvine/irvine-spectrum-center","","","ddg_targeted","false","true"
"PSA Dealer: Slabspace Sports Cards/ PTCG","15455 Jeffrey Road","Irvine","CA","US","","6579662055","","","","{Sports,TCG}","","https://www.psacard.com/dealers/detail/slabspace-sports-cards-ptcg/3670","","","ddg_targeted","false","true"
"Amazing Comics","5555 E Stearns St","Long Beach","CA","US","","562-493-4427","","","","{Comics}","","https://amazingcomics.com/","","","ddg_targeted","false","true"
"Locations","","Los Angeles","CA","US","","(310) 278-0887","","","","{Cards}","","https://www.californiasportscards.com/information.php/info_id/8","","","ddg_targeted","false","true"
"Collector's Corner","3883 Piedmont Ave","Oakland","CA","US","","510-654-7852","","","","{Cards}","","https://www.sportscard-stores.com/store/489/oakland/collectors-corner","","","ddg_targeted","false","true"
"Top Deck Keep","10128 Indiana Ave","Riverside","CA","US","","(951) 977-9955","","","","{Cards}","","https://top-deck-keep.shoplightspeed.com/about/about-us/","","","ddg_targeted","false","true"
"Contact Us","","Sacramento","CA","US","","(916) 341-9710","","","","{Cards}","","https://www.pokemonpalace.com/contact-us/","","","ddg_targeted","false","true"
"Lower Level Sports Cards","","Winnipeg","CA","US","","204-421-1299","","","","{Sports,TCG}","","https://lowerlevelsportscardshop.ca/","","","ddg_targeted","false","true"
"Find a Dealer – DecisionTradingCards","","Denver","CO","US","","(303) 733-4878","","","","{TCG}","","https://www.decision2016tradingcards.com/pages/find-a-dealer","","","ddg_targeted","false","true"
"Right Card, The","80524 contact@therightcard","Fort Collins","CO","US","","970-221-3030","","","","{TCG}","","https://www.visitftcollins.com/listing/right-card-the/140/","","","ddg_targeted","false","true"
"Gulf South Trading Card Co.","1 was here. Family owned tradingcard& memorabilia storeSign up for the latest news","Gulfport","CO","US","","228-206-0884","","","","{TCG}","","https://www.facebook.com/gulfsouthcards/","","","ddg_targeted","false","true"
"Welcome To Our Game Store","7000 Storage Ct","Columbus","CT","US","","(706) 221-1428","","","","{Games}","","https://eagleandchipmunk.tcgplayerpro.com/","","","ddg_targeted","false","true"
"Nite & Day Sports Cards and Collectibles","450 Federal Road Unit 14 BrookfieldCT06804 (203) 885-0089 Visit Website","Danbury","CT","US","","(203) 885-0089","","","","{Sports,TCG,Collectibles}","","https://business.danburychamber.com/list/member/nite-day-sports-cards-and-collectibles-brookfield-13562","","","ddg_targeted","false","true"
"SierraTradingPostDanburyCT: Hours & Location","13 Sugar Hollow Rd","Danbury","CT","US","","(203) 792-6202","","","","{TCG}","","https://eathealthy365.com/sierra-trading-post-danbury-connecticut-store-hours/","","","ddg_targeted","false","true"
"Connecticut Sports Card Stores","0303 Milford","New Haven","CT","US","","203-934-2284","","","","{Sports,TCG}","","https://www.sportscard-stores.com/directory/Connecticut","","","ddg_targeted","false","true"
"TnT sports cards & collectables","","Newark","DE","US","","302-299-7011","","","","{Sports,TCG}","","https://www.lgsfinder.org/delaware/newark/tnt-sports-cards-collectables-newark","","","ddg_targeted","false","true"
"TnT sports cards & collectables – Newark, Delaware","","Newark","DE","US","","302-299-7011","","","","{Sports,TCG}","","https://www.lgsfinder.org/delaware/newark/tnt-sports-cards-collectables-newark","","","ddg_targeted","false","true"
"Gifts For Guys and Gals","3629 E. Silverside Rd","Wilmington","DE","US","","302-478-8580","","","","{Cards}","","https://www.sportscard-stores.com/store/664/wilmington/gifts-guys-and-gals","","","ddg_targeted","false","true"
"The Local Card Shop – Wilmington Manor, Delaware","","Wilmington","DE","US","","267-210-4369","","","","{TCG}","","https://www.lgsfinder.org/delaware/wilmington-manor/the-local-card-shop-wilmington-manor","","","ddg_targeted","false","true"
"Home","","Jacksonville","FL","US","","904-551-7579","","","","{Cards}","","https://www.casualheroescag.com/","","","ddg_targeted","false","true"
"Showtime Sports Cards & Collectibles","","Jacksonville","FL","US","","904-527-8980","","","","{Sports,TCG,Collectibles}","","https://www.showtimesportscardsofjax.com/","","","ddg_targeted","false","true"
"AA Mint Cards","3800 N University Drive Suite 209 Cooper City","Miami","FL","US","","(954) 510-9600","","","","{TCG}","","https://aamintcards.com/","","","ddg_targeted","false","true"
"Sports Memorabilia & Autographed Sports Collectibles","","Miami","FL","US","","(800) 793-9793","","","","{Sports,Collectibles}","","https://www.sportscollectibles.com/sports-memorabilia-collectibles-stores/florida/miami.html","","","ddg_targeted","false","true"
"Sportscards & Collectibles Miami","13365 SW 42nd St","Miami","FL","US","","305-207-9044","","","","{Sports,TCG,Collectibles}","","https://www.sportscard-stores.com/store/1101/miami/sportscards-collectibles-miami","","","ddg_targeted","false","true"
"Find a Dealer – DecisionTradingCards","","Orlando","FL","US","","(407) 923-3244","","","","{TCG}","","https://www.decision2016tradingcards.com/pages/find-a-dealer","","","ddg_targeted","false","true"
"Blue Breaks","","Sarasota","FL","US","","941-924-3741","","","","{Cards}","","https://www.lgsfinder.org/florida/sarasota/blue-breaks-sarasota-llc-sports-card-hobby-shop-sarasota","","","ddg_targeted","false","true"
"Trading Cards — Moosehead Toys And Comics","3580 17TH ST","Sarasota","FL","US","","(941) 993-1897","","","","{Comics,TCG}","","https://www.mooseheadtoysandcomics.com/trading-cards","","","ddg_targeted","false","true"
"Coastal Cards","2201 1st Ave S","St Petersburg","FL","US","","813 452 9799","","","","{TCG}","","https://coastalcardsdtsp.com/","","","ddg_targeted","false","true"
"Contact Us","","St Petersburg","FL","US","","(727) 320-0102","","","","{Cards}","","https://www.fptradingcards.com/contact-us/","","","ddg_targeted","false","true"
"EnchantSt.PetersburgGift & GreetingCards- Email, Text or Print...","1 Tropicana Dr","St Petersburg","FL","US","","(276) 262-4268","","","","{TCG}","","https://www.giftly.com/gift-card/enchant-st-petersburg-st-petersburg","","","ddg_targeted","false","true"
"FP Trading Card Shop","","St Petersburg","FL","US","","727-320-0102","","","","{TCG}","","https://www.lgsfinder.org/florida/st-petersburg/fp-trading-card-shop-st-petersburg","","","ddg_targeted","false","true"
"Talgov.com","","Tallahassee","FL","US","","850-891-0000","","","","{Cards}","","https://www.talgov.com/","","","ddg_targeted","false","true"
"Tallahassee Sports Cards","","Tallahassee","FL","US","","850-999-1240","","","","{Sports,TCG}","","https://www.lgsfinder.org/florida/tallahassee/tallahassee-sports-cards-tallahassee","","","ddg_targeted","false","true"
"Sports Memorabilia & Autographed Sports Collectibles","","Columbus","GA","US","","(800) 793-9793","","","","{Sports,Collectibles}","","https://www.sportscollectibles.com/sports-memorabilia-collectibles-stores/georgia/columbus.html","","","ddg_targeted","false","true"
"The Sports Authority","","Fayetteville","GA","US","","(770) 719-8883","","","","{Sports}","","http://www.findbicycleshops.net/shops/georgia/the_sports_authority_3312.html","","","ddg_targeted","false","true"
"Card Shops","700 Sandy Plains Rd Suite B6Marietta","Marietta","GA","US","","(770) 427-2220","","","","{TCG}","","https://www.tcdb.com/CardShops.cfm?MODE=VIEW&ShopID=154","","","ddg_targeted","false","true"
"Morningstar Games","30 W. Montgomery Road.Storeoffers most TCG and table-top RPGs","Savannah","GA","US","","(912) 927-2770","","","","{Games}","","https://www.wargames.com/store/230/savannah/morningstar-games","","","ddg_targeted","false","true"
"Maui Sports Cards","","Maui","HI","US","","808-227-6505","","","","{Sports,TCG}","","https://www.lgsfinder.org/hawaii/kahului/maui-sports-cards-kahului","","","ddg_targeted","false","true"
"TradingCardAttic","","Maui","HI","US","","3862813149","","","","{TCG}","","https://www.tradingcardatticdaytona.com/","","","ddg_targeted","false","true"
"Daydream Comics","21 S. Dubuque St","Iowa City","IA","US","","319-354-6632","","","","{Comics}","","https://www.sportscard-stores.com/store/564/iowa-city/daydream-comics","","","ddg_targeted","false","true"
"Sports Memorabilia & Autographed Sports Collectibles","","Iowa City","IA","US","","(800) 793-9793","","","","{Sports,Collectibles}","","https://www.sportscollectibles.com/sports-memorabilia-collectibles-stores/iowa/iowa_city.html","","","ddg_targeted","false","true"
"Boise Card Guys LLC","","Boise","ID","US","","208-801-2830","","","","{TCG}","","https://www.lgsfinder.org/idaho/boise/boise-card-guys-llc-boise","","","ddg_targeted","false","true"
"Sports Memorabilia & Autographed Sports Collectibles","","Idaho Falls","ID","US","","(800) 793-9793","","","","{Sports,Collectibles}","","https://www.sportscollectibles.com/sports-memorabilia-collectibles-stores/idaho/idaho_falls.html","","","ddg_targeted","false","true"
"Home","124 14th Ave SNampa","Nampa","ID","US","","(208) 316-1353","","","","{Cards}","","https://www.retroworldonline.com/","","","ddg_targeted","false","true"
"Central Collectables","829 N Roselle Rd Roselle","Chicago","IL","US","","847-306-9632","","","","{Cards}","","https://www.youtube.com/channel/UCL-wlhEAqEHyDmQKcy6gOog","","","ddg_targeted","false","true"
"Tim's BaseballCardShop-Chicago,IL| SportsCard-Stores.Com","","Chicago","IL","US","","773-275-6725","","","","{Sports,TCG}","","https://www.sportscard-stores.com/store/178/chicago/tims-baseball-card-shop","","","ddg_targeted","false","true"
"Ninjacat Card Shop","","Naperville","IL","US","","708-796-5445","","","","{TCG}","","https://www.lgsfinder.org/illinois/naperville/ninjacat-card-shop-naperville","","","ddg_targeted","false","true"
"Baseball Card City","2248 West Glen Avenue","Peoria","IL","US","","309-691-7109","","","","{Sports,TCG}","","https://www.sportscard-stores.com/store/293/peoria/baseball-card-city","","","ddg_targeted","false","true"
"One for All Games","","Peoria","IL","US","","309-966-9972","","","","{Games}","","https://www.lgsfinder.org/illinois/peoria/one-for-all-games-peoria","","","ddg_targeted","false","true"
"Pokemon","","Peoria","IL","US","","309-685-5323","","","","{Pokemon}","","https://wendyscoinspeoria.com/Pokemon","","","ddg_targeted","false","true"
"217 Comics Cards & Games","","Springfield","IL","US","","217-572-0791","","","","{Comics,TCG,Games}","","https://www.lgsfinder.org/illinois/springfield/217-comics-cards-games-springfield","","","ddg_targeted","false","true"
"Home","","Springfield","IL","US","","(217) 572-0791","","","","{Cards}","","https://www.217comics.com/","","","ddg_targeted","false","true"
"Sports Memorabilia & Autographed Sports Collectibles","","Springfield","IL","US","","(800) 793-9793","","","","{Sports,Collectibles}","","https://www.sportscollectibles.com/sports-memorabilia-collectibles-stores/illinois/springfield.html","","","ddg_targeted","false","true"
"Magic City Sportscards","0044 ThisAkronsportscardstore is located at 1018 Kenmore Blvd","Akron","IN","US","","330-753-0044","","","","{Sports,MTG,TCG}","","https://www.sportscard-stores.com/store/849/akron/magic-city-sportscards","","","ddg_targeted","false","true"
"Card Shops","1593 Central Ave","Albany","IN","US","","(518) 218-0578","","","","{TCG}","","https://www.tcdb.com/CardShops.cfm?MODE=VIEW&ShopID=50","","","ddg_targeted","false","true"
"Sports Zone","","Albany","IN","US","","(518) 435-0050","","","","{Sports}","","https://www.keepupcards.com/shop/sports-zone-albany-ny","","","ddg_targeted","false","true"
"Home","22 W. Eagle Road","Allentown","IN","US","","610-789-4996","","","","{Cards}","","https://carlscards.com/","","","ddg_targeted","false","true"
"Mike Moyer Sports Cards","2905 W Emaus Ave unit 5 inAllentown","Allentown","IN","US","","484-688-1155","","","","{Sports,TCG}","","https://www.manta.com/c/mr5lh1v/mike-moyer-sports-cards","","","ddg_targeted","false","true"
"CARD ADDICTION","2424 W. Ball Rd","Anaheim","IN","US","","(714) 758-3803","","","","{TCG}","","https://www.loc8nearme.com/california/anaheim/card-addiction/5081941/","","","ddg_targeted","false","true"
"Hobby Shops In Anchorage, AK","","Anchorage","IN","US","","(888) 280-7110","","","","{Collectibles}","","http://www.shopinanchorage.com/Crafts---Hobbies/Hobby-Shops/","","","ddg_targeted","false","true"
"Annapolis Games","209 Chinquapin Round Rd","Annapolis","IN","US","","410-897-1076","","","","{Games}","","https://thirdeyecomics.com/locations/annapolis-games/","","","ddg_targeted","false","true"
"Dave's Sports Cards","4017 Fallstaff Rd","Baltimore","IN","US","","410-764-0280","","","","{Sports,TCG}","","https://www.sportscard-stores.com/store/560/baltimore/daves-sports-cards","","","ddg_targeted","false","true"
"TNC Sports","38134 Leave Us A Review on Google on Yelp Follow Us TikTok: /@tncsportsofficial Facebook: /tncsports Instagram: /tncsports Twitter: /tenncard","Bartlett","IN","US","","(901) 372-1408","","","","{Sports}","","https://tncsports.com/trading-cards/","","","ddg_targeted","false","true"
"The Tennessee Card Co. #3","","Bartlett","IN","US","","901-372-1408","","","","{TCG}","","https://www.sportscard-stores.com/store/1190/barlett/tennessee-card-co-3","","","ddg_targeted","false","true"
"KAB SPORTS CARDS & COLLECTABLES in Billings, MT 59102","2059 Broadwater Ave Unit C inBillings","Billings","IN","US","","406-702-1509","","","","{Sports,TCG}","","https://www.chamberofcommerce.com/business-directory/montana/billings/collectibles-store/29845051-kab-sports-cards-collectables","","","ddg_targeted","false","true"
"The Coin Shop Inc.","2646 Located at 532 S. College Ave inBloomington","Bloomington","IN","US","","812-331-2646","","","","{Cards}","","https://www.sportscard-stores.com/store/1157/bloomington/coin-shop-inc","","","ddg_targeted","false","true"
"Boise Card Guys LLC in Boise, ID 83704","6115 W Clinton St inBoise","Boise","IN","US","","208-801-2830","","","","{TCG}","","https://www.chamberofcommerce.com/business-directory/idaho/boise/sports-card-store/2014470071-boise-card-guys-llc","","","ddg_targeted","false","true"
"Jerry's Rookie Shop","3021 W. State St","Boise","IN","US","","208-338-3828","","","","{Cards}","","https://www.sportscard-stores.com/store/73/boise/jerrys-rookie-shop","","","ddg_targeted","false","true"
"Grubbmasters Card Shop in Bowling Green, KY 42101","","Bowling Green","IN","US","","270-904-4933","","","","{TCG}","","https://www.chamberofcommerce.com/business-directory/kentucky/bowling-green/sports-card-store/11839955-grubbmasters-card-shop","","","ddg_targeted","false","true"
"Bozeman Sports Cards in Bozeman, MT 59718","2825 W Main St STE 6-H inBozeman","Bozeman","IN","US","","406-253-8098","","","","{Sports,TCG}","","https://www.chamberofcommerce.com/business-directory/montana/bozeman/trading-card-store/2026659079-bozeman-sports-cards","","","ddg_targeted","false","true"
"Rock Solid Sports Cards","","Bridgeport","IN","US","","203-741-9198","","","","{Sports,TCG}","","https://www.ctsportscards.com/","","","ddg_targeted","false","true"
"Upcoming WNY Card Shows","2350 Union Rd - West Seneca","Buffalo","IN","US","","(716) 656-0066","","","","{TCG}","","https://www.wnycardshows.com/local-sports-card-shops","","","ddg_targeted","false","true"
"Marty's Sportscard Exchange Superstore in Chattanooga, TN 37421","6851 Lee Hwy inChattanooga","Chattanooga","IN","US","","423-648-7037","","","","{Sports,TCG}","","https://www.chamberofcommerce.com/business-directory/tennessee/chattanooga/sports-card-store/28531053-marty-s-sportscard-exchange-superstore","","","ddg_targeted","false","true"
"Storage Unit Auction in Chattanooga, TN at Scenic City Self","80223 1730 Dayton Blvd","Chattanooga","IN","US","","106605-3802","","","","{Cards}","","https://storageauctions.com/auction-unit/unit-details/380223","","","ddg_targeted","false","true"
"Rick's Cards and Games","","Clarksville","IN","US","","(931) 647-9843","","","","{TCG,Games}","","https://www.allbiz.com/business/ricks-cards-and-games-931-647-9843","","","ddg_targeted","false","true"
"Get DIRECTV in Collierville, TN","","Collierville","IN","US","","855-690-9884","","","","{Cards}","","https://www.americantv.com/tv/tennessee/c/collierville/","","","ddg_targeted","false","true"
"The Sports Authority","","Collierville","IN","US","","(901) 850-9384","","","","{Sports}","","http://www.findbicycleshops.net/shops/tennessee/the_sports_authority_7754.html","","","ddg_targeted","false","true"
"Rogue Games and Collectibles","2706 Emanuel church road WestColumbiasc29170","Columbia","IN","US","","803-888-6866","","","","{Games,Collectibles}","","https://www.facebook.com/roguegames.sc/","","","ddg_targeted","false","true"
"Double Midnight Comics","341 Loudon RoadConcord","Concord","IN","US","","(603) 715-2683","","","","{Comics}","","https://www.keepupcards.com/shop/double-midnight-comics-concord-concord-nh","","","ddg_targeted","false","true"
"Heroes & Legends Sports Cards and Collectibles","400 Dubois Road","Cookeville","IN","US","","931-260-6578","","","","{Sports,TCG,Collectibles}","","https://www.sportscard-stores.com/store/1361/cookeville/heroes-legends-sports-cards-and-collectibles","","","ddg_targeted","false","true"
"Storage Unit Auction in Cookeville , TN at Cookeville Self","15897 1000 Hwy 111","Cookeville","IN","US","","117061-4158","","","","{Cards}","","https://storageauctions.com/auction-unit/unit-details/415897","","","ddg_targeted","false","true"
"SportStuff Cards & Collectibles","","Corpus Christi","IN","US","","(361) 937-8909","","","","{Sports,TCG,Collectibles}","","https://sportstuffcardscollectibles.com/","","","ddg_targeted","false","true"
"Best Deals LocalSportsShop|Cranston& Wakefield,RI","160 Old Tower Hill Rd in the Wakefield Mall WakefieldRI","Cranston","IN","US","","401-773-4700","","","","{Sports}","","https://www.2ndtimearoundsports.com/","","","ddg_targeted","false","true"
"SPORTS HEROES","661 Oaklawn Ave inCranston","Cranston","IN","US","","401-270-7737","","","","{Sports}","","https://www.loc8nearme.com/rhode-island/cranston/sports-heroes/5705300/","","","ddg_targeted","false","true"
"Sports Heroes in Cranston, RI 02920","661 Oaklawn Ave inCranston","Cranston","IN","US","","401-270-7737","","","","{Sports}","","https://www.chamberofcommerce.com/business-directory/rhode-island/cranston/sports-card-store/2001098052-sports-heroes","","","ddg_targeted","false","true"
"Best 2SportsCardsMemorabilia in Longview,TXwith Reviews","","Dallas","IN","US","","866-794-0889","","","","{Sports,TCG,Collectibles}","","","","","ddg_targeted","false","true"
"Dugout Dreams","450 Federal Road Unit 14 BrookfieldCT06804 (203) 885-0089 Visit WebsiteFind 2tradingcardgame and sports card shops inDanbury","Danbury","IN","US","","(203) 885-0089","","","","{Cards}","","https://www.facebook.com/DugoutDreams/","","","ddg_targeted","false","true"
"Nite & Day Sports Cards and Collectibles","450 Federal Road Unit 14 BrookfieldCT06804 (203) 885-0089 Visit WebsiteFind 2tradingcardgame and sports card shops inDanbury","Danbury","IN","US","","(203) 885-0089","","","","{Sports,TCG,Collectibles}","","https://business.danburychamber.com/list/member/nite-day-sports-cards-and-collectibles-brookfield-13562","","","ddg_targeted","false","true"
"Best BaseballCardShops&SportsMemorabilia StoresinDenver,CO","9054 W 88th Ave","Denver","IN","US","","303-635-6744","","","","{Sports,TCG,Collectibles}","","https://ballcardgenius.com/local-shop-finder/denver-baseball-card-shops/","","","ddg_targeted","false","true"
"Hometown sports collectables in Dover, DE 19904","550 S New St #14 inDover","Dover","IN","US","","302-698-7452","","","","{Sports}","","https://www.chamberofcommerce.com/business-directory/delaware/dover/sports-card-store/46363286-hometown-sports-collectables","","","ddg_targeted","false","true"
"GreetingCardStores|Evansville,IN- Manta.com","4440 Aspen Drive","Evansville","IN","US","","(812) 423-5627","","","","{TCG}","","https://www.manta.com/mb_55_B63B37N1_5CF/greeting_cards/evansville_in","","","ddg_targeted","false","true"
"The Card Shop Evansville","1211 Tutor Ln inEvansville","Evansville","IN","US","","812-470-8274","","","","{TCG}","","https://www.facebook.com/Thecardshopevansville/","","","ddg_targeted","false","true"
"The Card Shop in Evansville, IN 47715","1211 Tutor Ln inEvansville","Evansville","IN","US","","812-470-8274","","","","{TCG}","","https://www.chamberofcommerce.com/business-directory/indiana/evansville/sports-card-store/1334539338-the-card-shop","","","ddg_targeted","false","true"
"Infinite TCG","1015 E Coliseum Blvd inFortWayne","Fort Wayne","IN","US","","260-482-5877","","","","{TCG}","","https://www.facebook.com/infinitetcg/","","","ddg_targeted","false","true"
"Sport Spot Inc in Fort Wayne, IN 46805","1015 E Coliseum Blvd inFortWayne","Fort Wayne","IN","US","","260-482-5877","","","","{Sports}","","https://www.chamberofcommerce.com/business-directory/indiana/fort-wayne/sports-card-store/29135804-sport-spot-inc","","","ddg_targeted","false","true"
"Storage Unit Auction in Gastonia, NC at River Rock Storage ends","48071 4220 Forbes Road","Gastonia","IN","US","","348071 4220","","","","{Cards}","","https://storageauctions.com/auction-unit/unit-details/348071","","","ddg_targeted","false","true"
"Action Cards & Comics","909 13th St S","Great Falls","IN","US","","(406) 453-6629","","","","{Comics,TCG}","","https://www.wargames.com/store/504/great-falls/action-cards-comics","","","ddg_targeted","false","true"
