card_number,player_name,team
ROY-6,Thomas Saggese,St. Louis Cardinals
ROY-7,Caden Dana,Angels
ROY-8,Jace Jung,Detroit Tigers
ROY-9,Drew Romo,Colorado Rockies
ROY-10,Roki Sasaki,Los Angeles Dodgers
ROY-11,Rhett Lowder,Cincinnati Reds
ROY-12,Trey Sweeney,Detroit Tigers
ROY-13,Adael Amador,Colorado Rockies
ROY-14,Nick Yorke,Pittsburgh Pirates
ROY-15,Kevin Alcántara,Chicago Cubs
VIP-1,Carson Williams,Tampa Bay Rays
VIP-2,Nick Kurtz,Athletics
VIP-3,Sebastian Walcott,Texas Rangers
VIP-4,Samuel Basallo,Baltimore Orioles
VIP-5,Bryce Eldridge,San Francisco Giants
VIP-6,Matt Shaw,Chicago Cubs
VIP-7,Chase Burns,Cincinnati Reds
VIP-8,Travis Bazzana,Cleveland Guardians
VIP-9,Charlie Condon,Colorado Rockies
VIP-10,Max Clark,Detroit Tigers
VIP-11,Jac Caglianone,Kansas City Royals
VIP-12,Christian Moore,Angels
VIP-13,Colt Emerson,Seattle Mariners
VIP-14,Leo De Vries,San Diego Padres
VIP-15,Cooper Pratt,Milwaukee Brewers
VIP-16,Walker Jenkins,Minnesota Twins
VIP-17,Carson Benge,New York Mets
VIP-18,JJ Wetherholt,St. Louis Cardinals
VIP-19,Aidan Miller,Philadelphia Phillies
VIP-20,Konnor Griffin,Pittsburgh Pirates
BMF-1,James Wood,Washington Nationals
BMF-2,Coby Mayo,Baltimore Orioles
BMF-3,Jacob Wilson,Athletics
BMF-4,Brooks Lee,Minnesota Twins
BMF-5,Spencer Schwellenbach,Atlanta Braves
BMF-6,Dylan Crews,Washington Nationals
BMF-7,Jackson Jobe,Detroit Tigers
BMF-8,Rhett Lowder,Cincinnati Reds
BMF-9,Luisangel Acuña,New York Mets
BMF-10,Kumar Rocker,Texas Rangers
BMF-11,Walker Jenkins,Minnesota Twins
BMF-12,Max Clark,Detroit Tigers
BMF-13,Charlie Condon,Colorado Rockies
BMF-14,Travis Bazzana,Cleveland Guardians
BMF-15,Jac Caglianone,Kansas City Royals
BMF-16,JJ Wetherholt,St. Louis Cardinals
BMF-17,Chase Burns,Cincinnati Reds
BMF-18,Leo De Vries,San Diego Padres
BMF-19,Kevin McGonigle,Detroit Tigers
BMF-20,Bryce Eldridge,San Francisco Giants
BMF-21,Nick Kurtz,Athletics
BMF-22,Konnor Griffin,Pittsburgh Pirates
BMF-23,Jesus Made,Milwaukee Brewers
BMF-24,Cam Smith,Houston Astros
BMF-25,Roki Sasaki,Los Angeles Dodgers
BMA-AN,Arjun Nimmala,Toronto Blue Jays
BMA-AR,Agustin Ramirez,Miami Marlins
BMA-ASA,Adolfo Sanchez,Cincinnati Reds
BMA-BC,Byron Chourio,Minnesota Twins
BMA-BM,Braylin Morel,Texas Rangers
BMA-BMA,Brice Matthews,Houston Astros
BMA-BMI,Blake Mitchell,Kansas City Royals
BMA-BW,Brock Wilken,Milwaukee Brewers
BMA-CB,Chase Burns,Cincinnati Reds
BMA-CC,Charlie Condon,Colorado Rockies
BMA-CD,Carson DeMartini,Philadelphia Phillies
BMA-CDU,Caleb Durbin,Milwaukee Brewers
BMA-CJ,Carter Johnson,Miami Marlins
BMA-CM,Cole Mathis,Chicago Cubs
BMA-CMO,Christian Moore,Angels
BMA-DD,Daiber De Los Santos,Minnesota Twins
BMA-EH,Eduardo Herrera,Chicago White Sox
BMA-EQ,Eduardo Quintero,Los Angeles Dodgers
BMA-ET,Eduardo Tait,Philadelphia Phillies
BMA-FA,Franklin Arias,Boston Red Sox
BMA-FC,Felnin Celesten,Seattle Mariners
BMA-GL,George Lombard Jr.,New York Yankees
BMA-GO,Griff O'Ferrall,Baltimore Orioles
BMA-HS,Hagen Smith,Chicago White Sox
BMA-JC,Jac Caglianone,Kansas City Royals
BMA-JM,Jesus Made,Milwaukee Brewers
BMA-JP,Jose Perdomo,Atlanta Braves
BMA-JT,James Tibbs III,San Francisco Giants
BMA-JW,JJ Wetherholt,St. Louis Cardinals
BMA-KC,Kristian Campbell,Boston Red Sox
BMA-KD,Kyle DeBarge,Minnesota Twins
BMA-KG,Konnor Griffin,Pittsburgh Pirates
BMA-KM,Kevin McGonigle,Detroit Tigers
BMA-LD,Leo De Vries,San Diego Padres
BMA-LK,Luke Keaschall,Minnesota Twins
BMA-MA,Mick Abel,Philadelphia Phillies
BMA-NM,Nolan McLean,New York Mets
BMA-PG,Pablo Guerrero,Texas Rangers
BMA-PM,PJ Morlando,Miami Marlins
BMA-RC,Robert Calaz,Colorado Rockies
BMA-SC,Slade Caldwell,Arizona Diamondbacks
BMA-SL,Sheng-En Lin,Cincinnati Reds
BMA-TL,Thayron Liranzo,Detroit Tigers
BMA-TLE,Tyson Lewis,Cincinnati Reds
BMA-VG,Vladi Guerrero,New York Mets
BMA-YC,Yolfran Castillo,Texas Rangers
BMA-YCA,Yeremi Cabrera,Texas Rangers
RMA-AD,Adrian Del Castillo,Arizona Diamondbacks
RMA-BL,Brooks Lee,Minnesota Twins
RMA-CD,Caden Dana,Angels
RMA-CM,Coby Mayo,Baltimore Orioles
RMA-CN,Connor Norby,Miami Marlins
RMA-JW,Jacob Wilson,Athletics
RMA-JWO,James Wood,Washington Nationals
RMA-KR,Kumar Rocker,Texas Rangers
RMA-LA,Luisangel Acuña,New York Mets
RMA-RL,Rhett Lowder,Cincinnati Reds
RMA-TS,Thomas Saggese,St. Louis Cardinals
CRA-BL,Brooks Lee,Minnesota Twins
CRA-CM,Coby Mayo,Baltimore Orioles
CRA-JWI,Jacob Wilson,Athletics
CRA-KR,Kumar Rocker,Texas Rangers
CRA-LA,Luisangel Acuña,New York Mets
CPA-CC,Charlie Condon,Colorado Rockies
CPA-FA,Franklin Arias,Boston Red Sox
CPA-JM,Jesus Made,Milwaukee Brewers
CPA-JW,JJ Wetherholt,St. Louis Cardinals
CPA-KM,Kevin McGonigle,Detroit Tigers
CPA-PM,PJ Morlando,Miami Marlins
CPA-SL,Slade Caldwell,Arizona Diamondbacks
