card_number,player_name,team
SG-22,JJ Wetherholt,St. Louis Cardinals
SG-23,Bryce Eldridge,San Francisco Giants
SG-24,Jesús Made,Milwaukee Brewers
SG-25,Josuar Gonzalez,San Francisco Giants
BS-1,James Wood,Washington Nationals
BS-2,Nick Kurtz,Athletics
BS-3,Marcelo Mayer,Boston Red Sox
BS-4,Cam Smith,Houston Astros
BS-5,Roman Anthony,Boston Red Sox
BS-6,Jac Caglianone,Kansas City Royals
BS-7,Cal Raleigh,Seattle Mariners
BS-8,Pete Crow-Armstrong,Chicago Cubs
BS-9,Mike Trout,Angels
BS-10,Juan Soto,New York Mets
BS-11,JJ Wetherholt,St. Louis Cardinals
BS-12,Shohei Ohtani,Los Angeles Dodgers
BS-13,Aaron Judge,New York Yankees
BS-14,Roki Sasaki,Los Angeles Dodgers
BS-15,Konnor Griffin,Pittsburgh Pirates
BT-1,Kevin Alcántara,Chicago Cubs
BT-2,James Wood,Washington Nationals
BT-3,Mike Trout,Angels
BT-4,JJ Wetherholt,St. Louis Cardinals
BT-5,Hyeseong Kim,Los Angeles Dodgers
BT-6,Dylan Crews,Washington Nationals
BT-7,Christian Moore,Angels
BT-8,Charlie Condon,Colorado Rockies
BT-9,Bobby Witt Jr.,Kansas City Royals
BT-10,Coby Mayo,Baltimore Orioles
BT-11,Aaron Judge,New York Yankees
BT-12,Jackson Chourio,Milwaukee Brewers
BT-13,Juan Soto,New York Mets
BT-14,Jac Caglianone,Kansas City Royals
BT-15,Walker Jenkins,Minnesota Twins
BT-16,Colt Emerson,Seattle Mariners
BT-17,Roman Anthony,Boston Red Sox
BT-18,Luisangel Acuña,New York Mets
BT-19,Bryce Eldridge,San Francisco Giants
BT-20,Colson Montgomery,Chicago White Sox
BT-21,Travis Bazzana,Cleveland Guardians
BT-22,Matt Shaw,Chicago Cubs
BT-23,Roki Sasaki,Los Angeles Dodgers
BT-24,Kristian Campbell,Boston Red Sox
BT-25,Paul Skenes,Pittsburgh Pirates
BT-26,Elly De La Cruz,Cincinnati Reds
BT-27,Jesús Made,Milwaukee Brewers
BT-28,Shohei Ohtani,Los Angeles Dodgers
BT-29,Leo De Vries,Athletics
BT-30,Carson Williams,Tampa Bay Rays
B25-AL,Arnaldo Lantigua,Cincinnati Reds
B25-AS,Andrew Salas,Miami Marlins
B25-ASA,Aidan Smith,Tampa Bay Rays
B25-BB,Brody Brecht,Colorado Rockies
B25-BBU,Blake Burke,Milwaukee Brewers
B25-BC,Bubba Chandler,Pittsburgh Pirates
B25-BCA,Billy Carlson,Chicago White Sox
B25-BL,Brooks Lee,Minnesota Twins
B25-BM,Braden Montgomery,Chicago White Sox
B25-BR,Bryce Rainer,Detroit Tigers
B25-CAN,Carlos Narváez,Boston Red Sox
B25-CBE,Carson Benge,New York Mets
B25-CBO,Caleb Bonemer,Chicago White Sox
B25-CC,Charlie Condon,Colorado Rockies
B25-CCA,Cole Carrigg,Colorado Rockies
B25-CD,Caden Dana,Angels
B25-CDAV,Charles Davalan,Los Angeles Dodgers
B25-CDO,Chase Dollander,Colorado Rockies
B25-CK,C.J. Kayfus,Cleveland Guardians
B25-CKO,Ching-Hsien Ko,Los Angeles Dodgers
B25-CL,Caleb Lomavita,Washington Nationals
B25-CM,Coby Mayo,Baltimore Orioles
B25-CMC,Charles McAdoo,Toronto Blue Jays
B25-CME,Chase Meidroth,Chicago White Sox
B25-CP,Chase Petty,Cincinnati Reds
B25-CS,Cam Smith,Houston Astros
B25-CSI,Chandler Simpson,Tampa Bay Rays
B25-CW,Carson Williams,Tampa Bay Rays
B25-DB,Drake Baldwin,Atlanta Braves
B25-DC,Dylan Crews,Washington Nationals
B25-DCU,Dean Curley,Cleveland Guardians
B25-DN,Dante Nori,Philadelphia Phillies
B25-DT,Diego Tornes,Atlanta Braves
B25-EBI,Eric Bitonti,Milwaukee Brewers
B25-EP,Elian Peña,New York Mets
B25-EQ,Edgar Quero,Chicago White Sox
B25-EQU,Eduardo Quintero,Los Angeles Dodgers
B25-EU,Engelth Urena,New York Yankees
B25-EV,Esmerlyn Valdez,Pittsburgh Pirates
B25-EW,Eli Willits,Washington Nationals
B25-FA,Franklin Arias,Boston Red Sox
B25-GB,Griffin Burkholder,Philadelphia Phillies
B25-GG,Gino Groover,Arizona Diamondbacks
B25-GK,Gavin Kilen,San Francisco Giants
B25-GL,George Lombard Jr.,New York Yankees
B25-GW,Gage Wood,Philadelphia Phillies
B25-HS,Hagen Smith,Chicago White Sox
B25-II,Ike Irish,Baltimore Orioles
B25-JA,Jamie Arnold,Athletics
B25-JAW,Jacob Wilson,Athletics
B25-JB,Josue Briceño,Detroit Tigers
B25-JC,Jac Caglianone,Kansas City Royals
B25-JCAC,Juneiker Caceres,Cleveland Guardians
B25-JE,Jaron Elkins,Los Angeles Dodgers
B25-JF,Jonny Farmelo,Seattle Mariners
B25-JG,Josuar Gonzalez,San Francisco Giants
B25-JGA,Jhostynxon Garcia,Boston Red Sox
B25-JH,Josh Hammond,Kansas City Royals
B25-JJU,Jace Jung,Detroit Tigers
B25-JJW,JJ Wetherholt,St. Louis Cardinals
B25-JL,Jansel Luis,Arizona Diamondbacks
B25-JLO,Jonathon Long,Chicago Cubs
B25-JLU,Joswa Lugo,Angels
B25-JM,Jesús Made,Milwaukee Brewers
B25-JMA,Jake Mangum,Tampa Bay Rays
B25-JMI,Jacob Misiorowski,Milwaukee Brewers
B25-JP,JoJo Parker,Toronto Blue Jays
B25-JR,Jacob Reimer,New York Mets
B25-JTH,Jared Thomas,Colorado Rockies
B25-JTO,Jonah Tong,New York Mets
B25-JW,James Wood,Washington Nationals
B25-JWI,Jaxon Wiggins,Chicago Cubs
B25-KA,Kevin Alcántara,Chicago Cubs
B25-KAN,Kade Anderson,Seattle Mariners
B25-KC,Kristian Campbell,Boston Red Sox
B25-KD,Kyle DeBarge,Minnesota Twins
B25-KG,Konnor Griffin,Pittsburgh Pirates
B25-KL,Kellon Lindsey,Los Angeles Dodgers
B25-KM,Kevin McGonigle,Detroit Tigers
B25-KMA,Kash Mayfield,San Diego Padres
B25-LD,Leo De Vries,Athletics
B25-LDI,Luke Dickerson,Washington Nationals
B25-LDO,Liam Doyle,St. Louis Cardinals
B25-LK,Luke Keaschall,Minnesota Twins
B25-LP,Luis Peña,Milwaukee Brewers
B25-MA,Mick Abel,Minnesota Twins
B25-MC,Max Clark,Detroit Tigers
B25-MCE,Mani Cedeno,New York Yankees
B25-MM,Malcolm Moore,Texas Rangers
B25-MMA,Marcelo Mayer,Boston Red Sox
B25-MS,Matt Shaw,Chicago Cubs
B25-MSI,Mike Sirota,Los Angeles Dodgers
B25-NB,Nick Becker,Seattle Mariners
B25-NC,Noah Cameron,Kansas City Royals
B25-NG,Nate George,Baltimore Orioles
B25-NK,Nick Kurtz,Athletics
B25-NS,Noah Schultz,Chicago White Sox
B25-PM,PJ Morlando,Miami Marlins
B25-QM,Quinn Mathews,St. Louis Cardinals
B25-QY,Quentin Young,Minnesota Twins
B25-RA,Robert Arias,Cleveland Guardians
B25-RAN,Roman Anthony,Boston Red Sox
B25-RH,Robert Hassell III,Washington Nationals
B25-RL,Rhett Lowder,Cincinnati Reds
B25-RR,Rainiel Rodriguez,St. Louis Cardinals
B25-RS,Roki Sasaki,Los Angeles Dodgers
B25-SC,Slade Caldwell,Arizona Diamondbacks
B25-SH,Steele Hall,Cincinnati Reds
B25-SK,Sean Keys,Toronto Blue Jays
B25-SM,Shotaro Morii,Athletics
B25-SMA,Stiven Martinez,Baltimore Orioles
B25-SS,Spencer Schwellenbach,Atlanta Braves
B25-TB,Travis Bazzana,Cleveland Guardians
B25-TBR,Tyler Bremner,Angels
B25-TG,Theo Gillen,Tampa Bay Rays
B25-TL,Thayron Liranzo,Detroit Tigers
B25-TLE,Tyson Lewis,Cincinnati Reds
B25-TP,Tai Peete,Seattle Mariners
B25-TT,Tim Tawa,Arizona Diamondbacks
B25-TW,Thomas White,Miami Marlins
B25-TWH,Tommy White,Athletics
B25-WJ,Walker Jenkins,Minnesota Twins
B25-WJA,Walker Janek,Houston Astros
B25-XN,Xavier Neyens,Houston Astros
B25-YC,Yolfran Castillo,Texas Rangers
B25-YCA,Yeremy Cabrera,Texas Rangers
B25-YP,Yairo Padilla,St. Louis Cardinals
B25-YR,Yandel Ricardo,Kansas City Royals
B25-ZC,Zach Cole,Houston Astros
B25-ZH,Zyhir Hope,Los Angeles Dodgers
BMA-AB,Alex Bregman,Boston Red Sox
BMA-AM,Aidan Miller,Philadelphia Phillies
BMA-AR,Austin Riley,Atlanta Braves
BMA-ARU,Adley Rutschman,Baltimore Orioles
BMA-AS,Andrew Salas,Miami Marlins
BMA-AV,Anthony Volpe,New York Yankees
BMA-BC,Bubba Chandler,Pittsburgh Pirates
BMA-BW,Bobby Witt Jr.,Kansas City Royals
BMA-CC,Charlie Condon,Colorado Rockies
BMA-CCA,Corbin Carroll,Arizona Diamondbacks
BMA-CHM,Christian Moore,Angels
BMA-CM,Coby Mayo,Baltimore Orioles
BMA-CMO,Colson Montgomery,Chicago White Sox
BMA-CS,Corey Seager,Texas Rangers
BMA-CW,Carson Williams,Tampa Bay Rays
BMA-DB,Drake Baldwin,Atlanta Braves
BMA-DC,Dylan Crews,Washington Nationals
BMA-EP,Elian Peña,New York Mets
BMA-FL,Francisco Lindor,New York Mets
BMA-GH,Gunnar Henderson,Baltimore Orioles
BMA-JCAG,Jac Caglianone,Kansas City Royals
BMA-JCJ,Jazz Chisholm Jr.,New York Yankees
BMA-JG,Josuar Gonzalez,San Francisco Giants
BMA-JH,Jackson Holliday,Baltimore Orioles
BMA-JJ,Jackson Jobe,Detroit Tigers
BMA-JJU,Jace Jung,Detroit Tigers
BMA-JJW,JJ Wetherholt,St. Louis Cardinals
BMA-JMA,Jesús Made,Milwaukee Brewers
BMA-JR,Julio Rodríguez,Seattle Mariners
BMA-JS,Juan Soto,New York Mets
BMA-JW,James Wood,Washington Nationals
BMA-JWI,Jacob Wilson,Athletics
BMA-KC,Kristian Campbell,Boston Red Sox
BMA-KG,Konnor Griffin,Pittsburgh Pirates
BMA-KR,Kumar Rocker,Texas Rangers
BMA-KT,Kyle Teel,Chicago White Sox
BMA-LD,Leo De Vries,San Diego Padres
BMA-MS,Matt Shaw,Chicago Cubs
BMA-MT,Mike Trout,Angels
BMA-NK,Nick Kurtz,Athletics
BMA-PC,Pete Crow-Armstrong,Chicago Cubs
BMA-PS,Paul Skenes,Pittsburgh Pirates
BMA-RAN,Roman Anthony,Boston Red Sox
BMA-RS,Roki Sasaki,Los Angeles Dodgers
BMA-SC,Slade Caldwell,Arizona Diamondbacks
BMA-SM,Shotaro Morii,Athletics
BMA-TB,Travis Bazzana,Cleveland Guardians
BMA-TG,Theo Gillen,Tampa Bay Rays
BMA-WJ,Walker Jenkins,Minnesota Twins
BMA-WL,Wyatt Langford,Texas Rangers
BMA-YP,Yairo Padilla,St. Louis Cardinals
BMA-ZH,Zyhir Hope,Los Angeles Dodgers
BPA-BC,Bubba Chandler,Pittsburgh Pirates
BPA-BW,Bobby Witt Jr.,Kansas City Royals
BPA-CC,Corbin Carroll,Arizona Diamondbacks
BPA-CM,Christian Moore,Angels
BPA-CW,Carson Williams,Tampa Bay Rays
BPA-DB,Drake Baldwin,Atlanta Braves
BPA-DC,Dylan Crews,Washington Nationals
BPA-JC,Jackson Chourio,Milwaukee Brewers
BPA-JCAG,Jac Caglianone,Kansas City Royals
BPA-JJW,JJ Wetherholt,St. Louis Cardinals
BPA-JMA,Jesús Made,Milwaukee Brewers
BPA-JW,James Wood,Washington Nationals
BPA-JWI,Jacob Wilson,Athletics
BPA-NS,Noah Schultz,Chicago White Sox
BPA-PS,Paul Skenes,Pittsburgh Pirates
BPA-SB,Samuel Basallo,Baltimore Orioles
BPA-SO,Shohei Ohtani,Los Angeles Dodgers
BPA-TB,Travis Bazzana,Cleveland Guardians
BPA-WJ,Walker Jenkins,Minnesota Twins
BPA-WL,Wyatt Langford,Texas Rangers
BTA-CC,Charlie Condon,Colorado Rockies
BTA-CM,Christian Moore,Angels
BTA-CMA,Coby Mayo,Baltimore Orioles
BTA-CMO,Colson Montgomery,Chicago White Sox
BTA-CW,Carson Williams,Tampa Bay Rays
BTA-DC,Dylan Crews,Washington Nationals
BTA-JC,Jac Caglianone,Kansas City Royals
BTA-JM,Jesús Made,Milwaukee Brewers
BTA-JW,JJ Wetherholt,St. Louis Cardinals
BTA-JWO,James Wood,Washington Nationals
BTA-KA,Kevin Alcántara,Chicago Cubs
BTA-KC,Kristian Campbell,Boston Red Sox
BTA-LD,Leo De Vries,San Diego Padres
BTA-MS,Matt Shaw,Chicago Cubs
BTA-MT,Mike Trout,Angels
BTA-RA,Roman Anthony,Boston Red Sox
BTA-RS,Roki Sasaki,Los Angeles Dodgers
BTA-SO,Shohei Ohtani,Los Angeles Dodgers
BTA-TB,Travis Bazzana,Cleveland Guardians
BTA-WJ,Walker Jenkins,Minnesota Twins
DA-CG,Bubba Chandler,Pittsburgh Pirates
DA-CG,Konnor Griffin,Pittsburgh Pirates
DA-CM,Owen Murphy,Atlanta Braves
DA-CM,Cam Caminiti,Atlanta Braves
DA-CMC,Max Clark,Detroit Tigers
DA-CMC,Kevin McGonigle,Detroit Tigers
DA-CT,Charlie Condon,Colorado Rockies
DA-CT,James Tibbs III,Los Angeles Dodgers
DA-CW,Slade Caldwell,Arizona Diamondbacks
DA-CW,Ryan Waldschmidt,Arizona Diamondbacks
DA-GL,Jhonny Level,San Francisco Giants
DA-GL,Josuar Gonzalez,San Francisco Giants
DA-GP,Josuar Gonzalez,San Francisco Giants
DA-GP,Elian Peña,New York Mets
DA-HC,Billy Carlson,Chicago White Sox
DA-HC,Seth Hernandez,Pittsburgh Pirates
DA-KC,Nick Kurtz,Athletics
DA-KC,Jac Caglianone,Kansas City Royals
DA-MJ,Carter Johnson,Miami Marlins
DA-MJ,PJ Morlando,Miami Marlins
DA-MN,Aidan Miller,Philadelphia Phillies
DA-MN,Dante Nori,Philadelphia Phillies
DA-MP,Luis Peña,Milwaukee Brewers
DA-MP,Jesús Made,Milwaukee Brewers
DA-MPA,Andrew Painter,Philadelphia Phillies
DA-MPA,Aidan Miller,Philadelphia Phillies
DA-OS,Roki Sasaki,Los Angeles Dodgers
DA-OS,Shohei Ohtani,Los Angeles Dodgers
DA-SOU,Tate Southisene,Atlanta Braves
DA-SOU,Ty Southisene,Chicago Cubs
DA-WC,Dylan Crews,Washington Nationals
DA-WC,James Wood,Washington Nationals
DA-WCA,Jac Caglianone,Kansas City Royals
DA-WCA,Bobby Witt Jr.,Kansas City Royals
DA-WK,Jacob Wilson,Athletics
DA-WK,Nick Kurtz,Athletics
DA-WW,JJ Wetherholt,St. Louis Cardinals
DA-WW,Masyn Winn,St. Louis Cardinals
DA-YS,Yoshinobu Yamamoto,Los Angeles Dodgers
DA-YS,Roki Sasaki,Los Angeles Dodgers
TA-ADA,Kade Anderson,Seattle Mariners
TA-ADA,Liam Doyle,St. Louis Cardinals
TA-ADA,Jamie Arnold,Athletics
TA-AWM,Tommy White,Athletics
TA-AWM,Shotaro Morii,Athletics
TA-AWM,Jamie Arnold,Athletics
TA-CCW,Ryan Waldschmidt,Arizona Diamondbacks
TA-CCW,Slade Caldwell,Arizona Diamondbacks
TA-CCW,Kayson Cunningham,Arizona Diamondbacks
TA-CEC,Bryce Eldridge,San Francisco Giants
TA-CEC,Jac Caglianone,Kansas City Royals
TA-CEC,Charlie Condon,Colorado Rockies
TA-CMR,Bryce Rainer,Detroit Tigers
TA-CMR,Kevin McGonigle,Detroit Tigers
TA-CMR,Max Clark,Detroit Tigers
TA-CWM,Tommy White,Athletics
TA-CWM,Dylan Crews,Washington Nationals
TA-CWM,Tre' Morgan,Tampa Bay Rays
TA-DWM,Jesús Made,Milwaukee Brewers
TA-DWM,Sebastian Walcott,Texas Rangers
TA-DWM,Leo De Vries,Athletics
TA-GMW,Kevin McGonigle,Detroit Tigers
TA-GMW,JJ Wetherholt,St. Louis Cardinals
TA-GMW,Konnor Griffin,Pittsburgh Pirates
TA-GPS,Elian Peña,New York Mets
TA-GPS,Andrew Salas,Miami Marlins
TA-GPS,Josuar Gonzalez,San Francisco Giants
TA-MAC,Roman Anthony,Boston Red Sox
TA-MAC,Kristian Campbell,Boston Red Sox
TA-MAC,Marcelo Mayer,Boston Red Sox
TA-MMJ,Jacob Melton,Houston Astros
TA-MMJ,Walker Janek,Houston Astros
TA-MMJ,Brice Matthews,Houston Astros
TA-OYS,Shohei Ohtani,Los Angeles Dodgers
TA-OYS,Roki Sasaki,Los Angeles Dodgers
TA-OYS,Yoshinobu Yamamoto,Los Angeles Dodgers
TA-PMW,Aidan Miller,Philadelphia Phillies
TA-PMW,Gage Wood,Philadelphia Phillies
TA-PMW,Andrew Painter,Philadelphia Phillies
TA-PTG,Luis Guanipa,Atlanta Braves
TA-PTG,Jose Perdomo,Atlanta Braves
TA-PTG,Diego Tornes,Atlanta Braves
TA-RHG,Teoscar Hernández,Los Angeles Dodgers
TA-RHG,Cal Raleigh,Seattle Mariners
TA-RHG,Vladimir Guerrero Jr.,Toronto Blue Jays
TA-WBA,Tyler Bremner,Angels
TA-WBA,Kade Anderson,Seattle Mariners
TA-WBA,Eli Willits,Washington Nationals
TA-WSM,Quinn Mathews,St. Louis Cardinals
TA-WSM,Hagen Smith,Chicago White Sox
TA-WSM,Thomas White,Miami Marlins
QA-ADGS,Elly De La Cruz,Cincinnati Reds
QA-ADGS,Ronald Acuña Jr.,Atlanta Braves
QA-ADGS,Vladimir Guerrero Jr.,Toronto Blue Jays
QA-ADGS,Juan Soto,New York Mets
QA-AGTR,Jhostynxon Garcia,Boston Red Sox
QA-AGTR,Franklin Arias,Boston Red Sox
QA-AGTR,Payton Tolle,Boston Red Sox
QA-AGTR,Yophery Rodriguez,Boston Red Sox
QA-BCPM,Jacob Misiorowski,Milwaukee Brewers
QA-BCPM,Chase Burns,Cincinnati Reds
QA-BCPM,Andrew Painter,Philadelphia Phillies
QA-BCPM,Bubba Chandler,Pittsburgh Pirates
QA-CMSF,Ryan Sloan,Seattle Mariners
QA-CMSF,Lazaro Montes,Seattle Mariners
QA-CMSF,Felnin Celesten,Seattle Mariners
QA-CMSF,Jonny Farmelo,Seattle Mariners
QA-DWML,Leo De Vries,Athletics
QA-DWML,Jesús Made,Milwaukee Brewers
QA-DWML,George Lombard Jr.,New York Yankees
QA-DWML,Sebastian Walcott,Texas Rangers
QA-GMRS,Andrew Salas,Miami Marlins
QA-GMRS,Cris Rodriguez,Detroit Tigers
QA-GMRS,Shotaro Morii,Athletics
QA-GMRS,Josuar Gonzalez,San Francisco Giants
QA-GPRS,Elian Peña,New York Mets
QA-GPRS,Cris Rodriguez,Detroit Tigers
QA-GPRS,Andrew Salas,Miami Marlins
QA-GPRS,Josuar Gonzalez,San Francisco Giants
QA-HSBW,Travis Bazzana,Cleveland Guardians
QA-HSBW,Paul Skenes,Pittsburgh Pirates
QA-HSBW,Jackson Holliday,Baltimore Orioles
